,bust_chest_girth,waist_girth,hip_girth,thigh_girth,upper_arm_girth,neck_girth,neck_waist,repetition,gender,measures_station,subject
37,920.4940795898438,726.663330078125,953.634521484375,559.0317993164062,256.5149230957031,305.7718200683594,386.211669921875,2,female,Our,IEEEP1_40
38,888.50830078125,739.4315185546875,1090.583984375,636.3298950195312,296.7108459472656,295.17138671875,406.60003662109375,1,female,Our,IEEEP1_41
39,884.4323120117188,718.0528564453125,1074.65673828125,652.6727294921875,303.2907409667969,300.5658874511719,404.773193359375,2,female,Our,IEEEP1_41
40,1081.662109375,893.8809814453125,1076.658203125,655.4332275390625,302.4808654785156,354.52142333984375,426.36297607421875,1,female,Our,IEEEP1_42
41,1096.7962646484375,861.8438110351562,1074.3560791015625,651.3555297851562,305.5691833496094,358.0592041015625,419.0635986328125,2,female,Our,IEEEP1_42
42,832.9896240234375,660.279541015625,880.5197143554688,527.642333984375,231.94430541992188,288.7587585449219,390.9775085449219,1,female,Our,IEEEP1_43
43,834.2283935546875,652.5439453125,880.6576538085938,525.425537109375,231.78485107421875,287.2228698730469,398.3343505859375,2,female,Our,IEEEP1_43
44,983.5857543945312,783.948486328125,973.0599365234375,597.0421142578125,292.458984375,342.8838806152344,475.9631042480469,1,female,Our,IEEEP1_44
45,988.9990234375,788.93310546875,973.480712890625,597.1139526367188,290.9197692871094,340.07928466796875,403.72332763671875,2,female,Our,IEEEP1_44
46,860.5609741210938,731.8755493164062,949.5699462890625,563.48583984375,283.8339538574219,300.4884033203125,383.37115478515625,1,female,Our,IEEEP1_50
47,866.8486328125,723.896484375,943.1940307617188,565.4767456054688,284.92041015625,309.3324890136719,387.087890625,2,female,Our,IEEEP1_50
48,1062.6619873046875,936.390625,1062.29296875,607.6607055664062,337.92138671875,369.11669921875,448.8433837890625,1,female,Our,IEEEP1_51
49,1067.6732177734375,932.438720703125,1064.0799560546875,616.7657470703125,331.34271240234375,365.3717346191406,449.9756164550781,2,female,Our,IEEEP1_51
50,889.487548828125,760.2789306640625,944.728515625,552.1241455078125,277.1046447753906,313.4726867675781,388.4774475097656,1,female,Our,IEEEP1_53
51,892.2977294921875,761.0308837890625,943.8182983398438,547.388671875,287.07757568359375,308.7388610839844,413.5107727050781,2,female,Our,IEEEP1_53
52,1023.7008666992188,884.6130981445312,1135.125732421875,681.2615966796875,336.39813232421875,348.5000305175781,424.3443603515625,1,female,Our,IEEEP1_54
53,1033.2484130859375,884.5449829101562,1134.9404296875,680.6142578125,326.44854736328125,348.2629089355469,430.83441162109375,2,female,Our,IEEEP1_54
54,943.6532592773438,796.625732421875,1012.7590942382812,597.36669921875,301.9814453125,345.23260498046875,427.5480651855469,1,female,Our,IEEEP1_58
55,937.7508544921875,789.8833618164062,1008.8585815429688,593.9929809570312,318.31561279296875,345.23040771484375,479.76580810546875,2,female,Our,IEEEP1_58
56,971.4547729492188,788.9498901367188,1003.3336181640625,579.53076171875,286.58734130859375,328.6551513671875,435.3596496582031,1,female,Our,IEEEP1_59
57,966.944580078125,787.9464721679688,1000.28515625,579.5413208007812,295.8513488769531,333.4698486328125,447.8802490234375,2,female,Our,IEEEP1_59
58,1191.2447509765625,1030.5166015625,1135.9404296875,686.4740600585938,353.54974365234375,375.781494140625,423.5035400390625,1,female,Our,IEEEP1_73
59,1198.1566162109375,1053.7860107421875,1145.5247802734375,704.0894775390625,354.6124572753906,380.7539367675781,424.3835754394531,2,female,Our,IEEEP1_73
60,889.4708251953125,755.7374267578125,1020.7575073242188,606.1486206054688,290.1259765625,298.44342041015625,377.93902587890625,1,female,Our,IEEEP1_74
61,895.939453125,764.1820678710938,1022.2392578125,606.0009155273438,285.7362060546875,304.1757507324219,383.5238952636719,2,female,Our,IEEEP1_74
62,856.3487548828125,675.527587890625,888.3033447265625,537.4223022460938,268.75811767578125,291.88104248046875,373.74591064453125,1,female,Our,IEEEP1_75
63,857.7942504882812,692.29736328125,898.5848388671875,534.9559936523438,280.0102233886719,289.3508605957031,390.838623046875,2,female,Our,IEEEP1_75
64,1050.91943359375,872.0989379882812,1158.8299560546875,716.9281005859375,375.0777587890625,347.77362060546875,427.6260070800781,1,female,Our,IEEEP1_76
65,1052.7696533203125,875.590087890625,1154.9373779296875,731.846435546875,364.8894958496094,351.182861328125,442.2496337890625,2,female,Our,IEEEP1_76
66,926.208740234375,750.7498168945312,1005.9647216796875,602.1357421875,320.6251220703125,312.4243469238281,442.069091796875,1,female,Our,IEEEP1_77
67,915.0670166015625,745.8984985351562,1005.458984375,601.1087646484375,310.67633056640625,313.2376403808594,447.67547607421875,2,female,Our,IEEEP1_77
68,995.5596313476562,917.27734375,1076.9892578125,656.97802734375,287.267578125,346.1578674316406,412.39013671875,1,female,Our,IEEEP1_78
69,1021.8095703125,925.9356689453125,1074.4010009765625,635.1433715820312,309.8207092285156,354.6926574707031,469.9646301269531,2,female,Our,IEEEP1_78
70,1175.744384765625,1045.8883056640625,1162.7337646484375,697.6524658203125,340.1410217285156,373.687744140625,431.959716796875,1,female,Our,IEEEP1_84
71,1183.3369140625,1017.7259521484375,1168.08251953125,701.4459838867188,332.33282470703125,378.9808349609375,436.0650634765625,2,female,Our,IEEEP1_84
72,964.3404541015625,893.692138671875,1108.244873046875,635.219970703125,296.9024353027344,357.68170166015625,435.903076171875,1,female,Our,IEEEP1_86
73,971.01513671875,902.6311645507812,1108.9256591796875,646.13818359375,306.95050048828125,375.43365478515625,427.69378662109375,2,female,Our,IEEEP1_86
74,908.7286376953125,761.154052734375,1018.6295166015625,594.0238037109375,296.8624267578125,323.3414306640625,383.735107421875,1,female,Our,IEEEP1_88
75,905.9163818359375,755.40087890625,1020.9815063476562,591.873779296875,293.76373291015625,326.59808349609375,384.5645751953125,2,female,Our,IEEEP1_88
76,1044.998046875,829.07080078125,971.0401611328125,595.1860961914062,300.1787109375,361.09033203125,413.91107177734375,1,female,Our,IEEEP1_90
77,1043.7716064453125,817.078125,963.2553100585938,598.81298828125,305.8106994628906,359.15277099609375,416.9194030761719,2,female,Our,IEEEP1_90
78,1061.26025390625,927.77392578125,1055.4241943359375,620.92626953125,363.9295654296875,391.4840393066406,469.6673583984375,1,male,Our,IEEEP1_15
79,1057.198974609375,918.5274658203125,1046.9337158203125,620.7635498046875,391.8565368652344,394.3172912597656,468.4026794433594,2,male,Our,IEEEP1_15
80,1168.0177001953125,1067.4461669921875,1148.026611328125,652.3983154296875,353.5008239746094,416.4765930175781,494.92425537109375,1,male,Our,IEEEP1_17
81,1158.134033203125,1061.574462890625,1126.938720703125,657.6156616210938,361.63720703125,423.85076904296875,482.37774658203125,2,male,Our,IEEEP1_17
82,971.1485595703125,800.2338256835938,1012.6671752929688,594.698974609375,335.6074523925781,375.02618408203125,425.19122314453125,1,male,Our,IEEEP1_18
83,989.701171875,806.9564208984375,1011.0702514648438,587.9942626953125,351.4654541015625,386.70233154296875,426.540283203125,2,male,Our,IEEEP1_18
84,1044.7767333984375,987.718994140625,1034.6351318359375,564.9251708984375,315.979248046875,400.9425048828125,480.957763671875,1,male,Our,IEEEP1_20
85,1046.810791015625,976.2490234375,1023.34716796875,576.263427734375,321.8305969238281,404.89013671875,468.1402282714844,2,male,Our,IEEEP1_20
86,1053.954345703125,900.1290893554688,1080.2972412109375,614.0574340820312,359.8884582519531,381.7139892578125,459.6065979003906,1,male,Our,IEEEP1_22
87,1066.96240234375,898.5189208984375,1084.378173828125,617.1477661132812,356.4271240234375,381.2056884765625,443.6884765625,2,male,Our,IEEEP1_22
88,1123.9107666015625,952.6632080078125,1114.709228515625,647.83740234375,364.58355712890625,413.21466064453125,485.48193359375,1,male,Our,IEEEP1_25
89,1123.6051025390625,953.5143432617188,1107.423583984375,654.344482421875,371.0856628417969,417.8622741699219,496.3335876464844,2,male,Our,IEEEP1_25
90,1101.9239501953125,961.64794921875,1003.0905151367188,557.2435913085938,333.08880615234375,395.86932373046875,471.89715576171875,1,male,Our,IEEEP1_31
91,1105.5694580078125,959.721923828125,1011.035888671875,551.7166748046875,333.97930908203125,399.1226806640625,488.83062744140625,2,male,Our,IEEEP1_31
92,1184.4637451171875,1102.548095703125,1101.74658203125,610.51953125,371.0932922363281,525.4850463867188,450.4164123535156,1,male,Our,IEEEP1_35
93,1179.02001953125,1094.1846923828125,1092.8599853515625,610.4508056640625,365.6158752441406,529.739501953125,471.7557373046875,2,male,Our,IEEEP1_35
94,1085.2735595703125,983.7804565429688,1059.3955078125,603.9566650390625,344.9121398925781,388.7169189453125,463.2931213378906,1,male,Our,IEEEP1_37
95,1092.0455322265625,968.5993041992188,1046.35595703125,609.6461181640625,342.9820251464844,394.65826416015625,454.6412658691406,2,male,Our,IEEEP1_37
96,1149.2347412109375,1188.7567138671875,1070.21826171875,590.137451171875,314.55316162109375,478.9514465332031,463.2974548339844,1,male,Our,IEEEP1_45
97,1165.6856689453125,1192.696044921875,1065.890869140625,571.8861694335938,349.090576171875,501.3050537109375,471.8917541503906,2,male,Our,IEEEP1_45
98,1007.8909301757812,851.8515014648438,1477.041748046875,886.527099609375,301.7239990234375,391.5429382324219,437.2127685546875,1,male,Our,IEEEP1_47
99,984.115966796875,845.3939208984375,961.96728515625,542.3375244140625,298.693359375,366.08953857421875,424.0652160644531,2,male,Our,IEEEP1_47
100,1077.882080078125,817.8895263671875,969.9276733398438,567.0181884765625,376.39910888671875,383.8857727050781,419.33380126953125,1,male,Our,IEEEP1_48
101,1066.9169921875,817.6324462890625,982.4492797851562,569.9988403320312,374.89019775390625,382.9761962890625,437.84161376953125,2,male,Our,IEEEP1_48
102,998.099365234375,802.72265625,917.0293579101562,522.7236938476562,292.5208740234375,366.2106628417969,446.12835693359375,1,male,Our,IEEEP1_49
103,1001.9713745117188,790.3270263671875,912.556396484375,522.8319702148438,294.04534912109375,371.8304443359375,446.5421142578125,2,male,Our,IEEEP1_49
104,860.6419677734375,678.811767578125,834.6436767578125,429.6632385253906,255.28318786621094,342.8562927246094,369.8826904296875,1,male,Our,IEEEP1_52
