,0,1,2,3,4,5,6,7,8,9
83,0.00802365,0.008023661,0.008023633,0.008023626,0.008023643,0.008023643,0.008023635,0.008023628,0.0080235265,0.008023659
84,0.00799175,0.007991758,0.007991732,0.00799172,0.007991745,0.007991741,0.007991726,0.007991727,0.007991625,0.007991756
85,0.007960191,0.007960198,0.007960171,0.007960156,0.007960188,0.007960179,0.007960169,0.007960166,0.007960068,0.007960197
86,0.007928862,0.007928871,0.007928846,0.007928835,0.007928866,0.007928854,0.007928846,0.007928837,0.007928743,0.007928871
87,0.007897647,0.007897655,0.007897628,0.00789762,0.007897652,0.007897636,0.007897625,0.007897618,0.007897525,0.007897653
88,0.007866455,0.007866465,0.007866431,0.007866427,0.007866454,0.007866443,0.007866433,0.007866427,0.00786633,0.007866461
89,0.007835282,0.00783529,0.007835259,0.007835252,0.00783528,0.007835271,0.0078352615,0.00783526,0.007835156,0.0078352885
90,0.007804186,0.007804195,0.0078041665,0.0078041595,0.00780419,0.0078041786,0.0078041684,0.0078041684,0.0078040673,0.0078041963
91,0.0077733053,0.0077733127,0.007773285,0.0077732736,0.007773298,0.007773291,0.0077732797,0.007773283,0.0077731865,0.007773311
92,0.00774268,0.007742688,0.0077426652,0.0077426536,0.007742677,0.007742675,0.0077426583,0.0077426555,0.0077425614,0.007742688
93,0.0077122725,0.0077122804,0.007712256,0.0077122464,0.0077122683,0.0077122655,0.0077122524,0.007712251,0.0077121546,0.0077122822
94,0.007681993,0.0076819994,0.0076819765,0.007681968,0.0076819905,0.0076819863,0.007681974,0.00768197,0.0076818746,0.0076820003
95,0.0076518096,0.0076518166,0.0076517877,0.007651784,0.0076518087,0.0076517994,0.0076517845,0.0076517873,0.0076516923,0.007651815
96,0.007621734,0.007621743,0.0076217107,0.007621707,0.007621731,0.007621727,0.00762171,0.0076217107,0.0076216133,0.0076217377
97,0.0075917807,0.007591786,0.0075917635,0.0075917565,0.007591774,0.0075917714,0.007591762,0.00759176,0.0075916625,0.007591787
98,0.007561977,0.00756198,0.0075619537,0.007561943,0.0075619724,0.007561961,0.007561952,0.007561955,0.00756185,0.0075619784
99,0.007532334,0.0075323386,0.0075323116,0.007532304,0.0075323274,0.007532323,0.007532308,0.0075323065,0.0075322054,0.0075323395
100,0.0075028418,0.007502849,0.0075028255,0.007502814,0.0075028343,0.0075028343,0.0075028166,0.007502817,0.007502718,0.007502852
101,0.0074734893,0.0074735032,0.0074734753,0.007473459,0.0074734828,0.007473482,0.007473467,0.0074734697,0.007473374,0.0074734995
102,0.007444272,0.0074442755,0.007444256,0.0074442374,0.0074442653,0.0074442616,0.007444247,0.0074442476,0.007444148,0.0074442793
103,0.007415183,0.007415189,0.007415168,0.007415156,0.007415181,0.007415174,0.007415159,0.0074151643,0.0074150627,0.007415193
104,0.007386252,0.007386256,0.007386232,0.0073862243,0.0073862444,0.0073862416,0.0073862295,0.007386232,0.007386132,0.0073862625
105,0.0073574684,0.0073574726,0.007357449,0.0073574353,0.007357461,0.007357456,0.0073574455,0.0073574455,0.007357345,0.007357474
106,0.0073288125,0.0073288134,0.0073287915,0.0073287794,0.0073288,0.0073288,0.0073287846,0.007328788,0.007328688,0.0073288153
107,0.0073002675,0.0073002726,0.0073002493,0.0073002377,0.007300262,0.0073002577,0.0073002484,0.0073002465,0.007300147,0.0073002744
108,0.007271856,0.00727186,0.0072718384,0.007271828,0.0072718477,0.007271846,0.007271833,0.0072718337,0.0072717364,0.0072718584
109,0.00724358,0.00724359,0.007243567,0.0072435546,0.007243576,0.007243572,0.007243558,0.0072435606,0.0072434624,0.00724359
110,0.0072154533,0.007215461,0.0072154375,0.007215424,0.00721545,0.0072154477,0.007215427,0.0072154338,0.007215336,0.0072154636
111,0.007187471,0.007187478,0.007187454,0.007187441,0.007187468,0.007187461,0.0071874456,0.007187454,0.0071873544,0.00718748
112,0.007159626,0.0071596317,0.0071596056,0.0071595944,0.0071596163,0.007159612,0.0071596,0.0071596014,0.0071595064,0.0071596336
113,0.007131906,0.007131915,0.0071318913,0.0071318783,0.007131899,0.007131897,0.007131883,0.0071318857,0.007131789,0.0071319127
114,0.0071043083,0.007104316,0.0071042925,0.007104282,0.007104305,0.007104301,0.0071042855,0.0071042874,0.0071041896,0.007104318
115,0.0070768343,0.007076838,0.007076813,0.007076806,0.007076829,0.007076823,0.0070768083,0.00707681,0.0070767133,0.0070768427
116,0.007049489,0.007049494,0.007049472,0.0070494595,0.0070494832,0.0070494814,0.0070494674,0.007049469,0.0070493696,0.0070494935
117,0.0070222835,0.0070222914,0.007022268,0.0070222574,0.007022281,0.0070222756,0.0070222616,0.007022267,0.0070221676,0.0070222933
118,0.0069952165,0.006995221,0.0069951965,0.0069951885,0.0069952104,0.0069952067,0.0069951927,0.0069951983,0.006995096,0.0069952235
119,0.0069682766,0.0069682808,0.00696826,0.0069682477,0.006968271,0.0069682687,0.006968252,0.0069682547,0.006968159,0.0069682836
120,0.006941467,0.006941476,0.0069414536,0.0069414363,0.00694146,0.0069414563,0.006941445,0.006941449,0.006941349,0.0069414745
121,0.0069147875,0.0069147954,0.0069147693,0.0069147535,0.006914781,0.006914777,0.006914763,0.0069147656,0.0069146734,0.0069147917
122,0.006888234,0.0068882406,0.0068882164,0.0068882043,0.0068882303,0.006888223,0.006888207,0.0068882145,0.006888117,0.0068882406
123,0.0068618087,0.0068618148,0.0068617905,0.0068617794,0.006861805,0.0068618013,0.006861784,0.006861789,0.0068616904,0.006861817
124,0.0068355137,0.00683552,0.006835495,0.0068354844,0.0068355114,0.0068355054,0.006835488,0.0068354975,0.0068353983,0.0068355203
125,0.0068093427,0.006809353,0.0068093278,0.00680932,0.0068093413,0.006809335,0.0068093184,0.006809323,0.0068092323,0.0068093548
126,0.0067832987,0.0067833047,0.0067832796,0.00678327,0.0067832917,0.006783291,0.00678327,0.006783275,0.006783182,0.0067833057
127,0.0067573683,0.0067573725,0.006757353,0.006757339,0.006757362,0.006757357,0.0067573427,0.0067573516,0.006757254,0.0067573735
128,0.006731569,0.006731575,0.0067315525,0.0067315428,0.006731564,0.00673156,0.0067315446,0.0067315493,0.006731457,0.006731577
129,0.006705899,0.0067059025,0.006705882,0.006705868,0.0067058904,0.006705885,0.006705869,0.006705878,0.0067057833,0.0067059053
130,0.006680348,0.0066803563,0.0066803293,0.006680319,0.0066803447,0.0066803405,0.0066803237,0.0066803284,0.0066802367,0.006680352
131,0.00665492,0.0066549256,0.0066549047,0.0066548926,0.006654911,0.0066549093,0.0066548935,0.006654897,0.0066548055,0.006654927
132,0.006629605,0.0066296123,0.0066295904,0.006629579,0.0066296007,0.0066295965,0.0066295834,0.006629586,0.006629495,0.0066296123
133,0.0066044135,0.0066044186,0.006604396,0.0066043837,0.0066044065,0.006604406,0.0066043874,0.006604394,0.0066042985,0.0066044196
134,0.0065793386,0.0065793465,0.006579323,0.0065793176,0.0065793376,0.0065793335,0.006579315,0.006579322,0.0065792315,0.006579349
135,0.0065543894,0.006554395,0.0065543745,0.006554365,0.0065543866,0.006554381,0.0065543666,0.0065543684,0.0065542804,0.0065543964
136,0.006529554,0.0065295603,0.0065295408,0.0065295277,0.0065295524,0.0065295445,0.0065295286,0.006529535,0.006529443,0.0065295612
137,0.006504835,0.0065048393,0.0065048165,0.0065048076,0.0065048304,0.0065048235,0.006504809,0.0065048123,0.0065047196,0.0065048393
138,0.006480227,0.006480232,0.006480212,0.006480201,0.0064802207,0.006480215,0.006480203,0.0064802067,0.006480116,0.006480234
139,0.006455737,0.0064557414,0.0064557223,0.0064557106,0.0064557325,0.0064557297,0.006455714,0.0064557176,0.0064556254,0.0064557428
140,0.0064313663,0.0064313756,0.006431353,0.006431344,0.0064313635,0.006431358,0.006431345,0.0064313496,0.0064312587,0.006431375
141,0.006407114,0.0064071147,0.0064070965,0.0064070867,0.00640711,0.0064071026,0.0064070863,0.006407094,0.006407001,0.0064071175
142,0.006382971,0.0063829776,0.006382958,0.006382947,0.006382965,0.006382961,0.0063829487,0.0063829515,0.006382863,0.006382974
143,0.006358944,0.0063589476,0.006358928,0.0063589173,0.0063589406,0.0063589388,0.0063589173,0.0063589285,0.006358838,0.006358949
144,0.0063350303,0.0063350396,0.0063350173,0.006335008,0.006335029,0.006335021,0.006335007,0.0063350145,0.006334927,0.0063350424
145,0.0063112313,0.006311239,0.006311216,0.00631121,0.0063112285,0.006311228,0.0063112136,0.006311213,0.0063111284,0.0063112383
146,0.006287543,0.006287553,0.006287533,0.006287521,0.006287543,0.0062875384,0.0062875235,0.0062875287,0.0062874346,0.006287552
147,0.0062639737,0.0062639806,0.006263957,0.0062639485,0.0062639704,0.0062639667,0.006263948,0.0062639546,0.006263867,0.0062639792
148,0.006240512,0.006240517,0.006240497,0.006240486,0.0062405085,0.006240504,0.0062404894,0.0062404936,0.0062404107,0.0062405188
149,0.0062171584,0.006217165,0.006217147,0.006217139,0.0062171537,0.006217154,0.006217138,0.0062171407,0.006217055,0.006217167
150,0.006193918,0.006193923,0.006193905,0.006193892,0.0061939163,0.0061939126,0.0061938977,0.006193904,0.006193814,0.006193926
151,0.006170792,0.0061707953,0.0061707767,0.0061707646,0.0061707874,0.006170786,0.0061707688,0.006170775,0.0061706877,0.0061708
152,0.0061477716,0.0061477795,0.006147762,0.0061477497,0.00614777,0.0061477683,0.0061477534,0.0061477553,0.0061476715,0.0061477805
153,0.0061248657,0.006124868,0.0061248485,0.006124839,0.00612486,0.0061248583,0.006124841,0.006124849,0.00612476,0.0061248676
154,0.006102066,0.006102071,0.006102052,0.0061020413,0.0061020628,0.00610206,0.0061020427,0.006102048,0.0061019612,0.00610207
155,0.0060793776,0.006079383,0.0060793655,0.0060793525,0.006079373,0.0060793697,0.006079359,0.0060793594,0.006079276,0.0060793827
156,0.0060567954,0.0060568005,0.0060567833,0.0060567716,0.006056791,0.0060567893,0.0060567763,0.0060567837,0.006056693,0.0060568023
157,0.0060343267,0.0060343314,0.0060343132,0.0060342983,0.006034321,0.0060343193,0.0060343007,0.0060343076,0.0060342234,0.0060343314
158,0.006011965,0.0060119685,0.006011949,0.0060119405,0.00601196,0.0060119564,0.0060119443,0.006011947,0.0060118604,0.0060119703
159,0.0059897117,0.0059897136,0.0059896978,0.0059896857,0.0059897094,0.005989702,0.005989687,0.005989693,0.0059896074,0.005989716
160,0.005967564,0.005967566,0.005967547,0.00596754,0.005967563,0.0059675546,0.0059675397,0.005967547,0.0059674624,0.0059675695
161,0.0059455233,0.005945524,0.005945508,0.005945498,0.005945521,0.005945516,0.0059455,0.005945504,0.0059454176,0.0059455284
162,0.005923584,0.00592359,0.005923571,0.0059235604,0.0059235804,0.0059235804,0.0059235636,0.0059235673,0.0059234835,0.005923588
163,0.005901752,0.005901756,0.005901737,0.0059017297,0.00590175,0.0059017455,0.005901731,0.0059017357,0.0059016533,0.005901761
164,0.0058800257,0.0058800313,0.00588001,0.0058800024,0.005880023,0.0058800187,0.005880004,0.005880007,0.005879926,0.0058800336
165,0.0058584083,0.00585841,0.005858392,0.005858382,0.0058584027,0.005858398,0.005858384,0.005858388,0.0058583017,0.00585841
166,0.00583689,0.0058368966,0.005836874,0.0058368663,0.005836887,0.005836882,0.0058368696,0.0058368715,0.0058367886,0.0058368933
167,0.0058154743,0.0058154785,0.0058154585,0.005815449,0.0058154706,0.005815466,0.0058154543,0.005815456,0.005815371,0.005815477
168,0.0057941545,0.005794163,0.0057941386,0.0057941345,0.0057941517,0.0057941475,0.0057941363,0.0057941345,0.005794055,0.005794159
169,0.005772938,0.0057729427,0.005772926,0.0057729157,0.0057729357,0.005772932,0.0057729185,0.0057729203,0.005772841,0.0057729427
170,0.005751825,0.005751827,0.0057518054,0.0057518026,0.0057518207,0.0057518166,0.005751803,0.0057518017,0.0057517234,0.0057518277
171,0.005730805,0.0057308124,0.00573079,0.0057307836,0.0057308036,0.0057307985,0.0057307854,0.0057307854,0.005730707,0.005730811
172,0.0057098856,0.005709895,0.0057098735,0.0057098675,0.0057098903,0.0057098824,0.0057098726,0.0057098707,0.0057097943,0.0057098935
173,0.0056890766,0.005689081,0.0056890603,0.005689054,0.005689073,0.00568907,0.0056890533,0.0056890566,0.005688975,0.005689081
174,0.005668361,0.0056683645,0.005668346,0.0056683375,0.00566836,0.005668355,0.005668341,0.005668342,0.005668264,0.0056683663
175,0.005647741,0.005647748,0.00564773,0.0056477236,0.0056477445,0.005647734,0.0056477217,0.0056477254,0.0056476467,0.005647748
176,0.0056272224,0.005627229,0.0056272056,0.005627203,0.0056272196,0.005627216,0.0056272,0.0056272023,0.005627124,0.0056272284
177,0.0056067975,0.0056068026,0.0056067845,0.00560678,0.0056067966,0.005606794,0.00560678,0.005606781,0.0056066997,0.005606804
178,0.0055864705,0.0055864737,0.0055864546,0.005586447,0.0055864714,0.005586465,0.005586448,0.005586452,0.0055863736,0.005586475
179,0.0055662375,0.0055662417,0.005566221,0.0055662165,0.005566237,0.0055662324,0.0055662156,0.0055662226,0.0055661383,0.005566243
180,0.0055461023,0.0055461056,0.0055460846,0.00554608,0.0055460962,0.0055460944,0.005546082,0.0055460813,0.0055460064,0.0055461037
181,0.0055260574,0.005526062,0.0055260407,0.0055260374,0.005526057,0.005526052,0.005526039,0.0055260384,0.0055259643,0.005526064
182,0.0055061067,0.005506113,0.005506096,0.005506089,0.0055061053,0.005506101,0.005506093,0.0055060918,0.005506013,0.0055061136
183,0.0054862527,0.0054862574,0.0054862415,0.005486233,0.0054862513,0.0054862495,0.005486238,0.005486238,0.0054861614,0.00548626
184,0.00546649,0.005466494,0.005466479,0.0054664733,0.005466491,0.005466487,0.005466473,0.005466478,0.005466398,0.0054664956
185,0.0054468233,0.005446828,0.005446809,0.005446802,0.0054468187,0.005446815,0.005446803,0.0054468056,0.0054467283,0.005446827
186,0.005427244,0.005427251,0.00542723,0.0054272227,0.0054272437,0.005427241,0.0054272274,0.005427228,0.005427152,0.0054272497
187,0.0054077655,0.0054077697,0.005407752,0.005407742,0.005407763,0.005407758,0.005407747,0.005407749,0.0054076733,0.00540777
188,0.005388385,0.0053883875,0.005388368,0.0053883623,0.0053883805,0.005388375,0.005388364,0.0053883633,0.005388288,0.0053883893
189,0.005369093,0.0053690933,0.0053690774,0.00536907,0.005369089,0.005369082,0.0053690723,0.0053690756,0.0053689955,0.005369094
190,0.005349891,0.005349896,0.0053498778,0.005349871,0.0053498903,0.005349884,0.0053498736,0.0053498736,0.005349799,0.005349892
191,0.005330784,0.005330785,0.0053307656,0.005330761,0.005330781,0.0053307754,0.0053307647,0.0053307656,0.0053306893,0.005330782
192,0.0053117634,0.0053117666,0.005311749,0.0053117406,0.0053117573,0.0053117517,0.0053117424,0.0053117443,0.0053116693,0.005311763
193,0.0052928356,0.0052928412,0.005292818,0.005292812,0.0052928324,0.0052928254,0.0052928138,0.005292815,0.005292743,0.0052928356
194,0.005273997,0.005274001,0.0052739847,0.005273976,0.005273996,0.0052739903,0.005273978,0.00527398,0.0052739047,0.0052740006
195,0.005255253,0.005255252,0.005255238,0.0052552274,0.0052552475,0.0052552437,0.005255231,0.0052552344,0.005255157,0.005255253
196,0.0052365945,0.0052365977,0.0052365824,0.005236573,0.005236596,0.005236585,0.0052365786,0.0052365777,0.005236502,0.0052365977
197,0.00521803,0.0052180327,0.005218016,0.0052180057,0.005218026,0.0052180225,0.005218012,0.0052180113,0.0052179378,0.005218032
198,0.0051995497,0.0051995516,0.0051995334,0.005199531,0.0051995497,0.0051995413,0.0051995344,0.005199533,0.005199458,0.005199553
199,0.005181159,0.0051811654,0.005181145,0.00518114,0.005181158,0.0051811496,0.0051811403,0.005181143,0.005181068,0.0051811626
200,0.0051628593,0.0051628603,0.0051628435,0.005162835,0.0051628537,0.005162847,0.005162837,0.00516284,0.005162764,0.0051628575
201,0.005144638,0.0051446417,0.005144627,0.0051446175,0.005144635,0.0051446296,0.00514462,0.0051446212,0.0051445477,0.005144641
202,0.0051265117,0.0051265126,0.005126496,0.005126488,0.005126508,0.0051265024,0.005126491,0.0051264917,0.005126417,0.0051265117
203,0.005108469,0.005108472,0.0051084543,0.0051084487,0.005108467,0.005108462,0.005108452,0.0051084496,0.005108376,0.005108468
204,0.005090511,0.005090514,0.0050904974,0.005090492,0.0050905067,0.005090502,0.005090494,0.005090493,0.005090419,0.005090515
205,0.005072641,0.005072643,0.005072628,0.005072621,0.0050726393,0.0050726337,0.005072625,0.005072625,0.005072552,0.005072646
206,0.0050548576,0.0050548594,0.0050548427,0.0050548366,0.005054854,0.005054849,0.0050548427,0.005054839,0.0050547654,0.005054859
207,0.0050371615,0.0050371634,0.005037145,0.0050371364,0.005037156,0.00503715,0.00503714,0.00503714,0.005037069,0.0050371597
208,0.00501955,0.0050195465,0.0050195325,0.0050195246,0.0050195423,0.0050195367,0.0050195283,0.0050195316,0.005019457,0.0050195483
209,0.00500202,0.0050020227,0.005002008,0.0050019985,0.005002016,0.0050020115,0.005002005,0.005002003,0.005001933,0.0050020227
210,0.004984578,0.004984577,0.0049845655,0.0049845553,0.004984576,0.0049845697,0.0049845604,0.004984561,0.0049844887,0.004984578
211,0.004967223,0.0049672225,0.004967209,0.004967199,0.004967219,0.0049672145,0.0049672048,0.0049672034,0.0049671307,0.00496722
