,gender,iteration,loss,elapsed_time,steps,steps interval
0,female,3430,7.07504e-05,600.1147034168243,5,50
1,female,3566,0.00020618492,600.0669145584106,10,50
2,female,3544,4.0617626e-05,600.056230545044,15,50
3,female,3619,0.00010116609,600.1546943187714,20,50
4,female,3618,0.00013698828,600.128335237503,25,50
5,female,3617,0.00023563197,600.0990781784058,30,50
6,female,3618,9.973086e-05,600.1227970123291,35,50
7,female,3619,9.174533e-05,600.065328836441,40,50
8,female,3617,0.00012201923,600.0195987224579,45,50
9,female,3619,8.901971e-05,600.0624549388885,50,50
10,female,3502,0.00016274021,600.1465463638306,55,50
11,female,3617,9.537891e-05,600.1616542339325,60,50
12,female,3617,0.00021557539,600.0287089347839,65,50
13,female,3617,0.00013525736,600.1535890102386,70,50
14,female,3618,0.00014977754,600.1535613536835,75,50
15,female,3612,0.00022912488,600.1693580150604,80,50
16,female,3613,0.00022034592,600.0632264614105,85,50
17,female,3617,0.00015766875,600.116760969162,90,50
18,female,3617,0.00013471032,600.0618932247162,95,50
19,female,3618,8.749157e-05,600.0463306903839,100,50
20,female,3623,8.803702e-05,600.1463117599487,105,50
21,female,3619,0.00010456804,600.0564031600952,110,50
22,female,3622,0.00014234541,600.1690754890442,115,50
23,female,3620,0.00015458901,600.1073751449585,120,50
24,female,3622,9.591595e-05,600.0112988948822,125,50
25,female,3615,0.00020702173,600.0833194255829,130,50
26,female,3613,0.00012231948,600.0020689964294,135,50
27,female,3622,0.0001192263,600.0297112464905,140,50
28,female,3619,8.566819e-05,600.1357107162476,145,50
29,female,3616,8.7491986e-05,600.1572556495667,150,50
30,female,3619,0.00011385073,600.0534331798553,155,50
31,female,3620,7.794987e-05,600.1230905056,160,50
32,female,3611,0.00019244928,600.1091225147247,165,50
33,female,3619,7.596926e-05,600.0496270656586,170,50
34,female,3618,0.00013974898,600.0933992862701,175,50
35,female,3616,0.0001859265,600.1009974479675,180,50
36,female,3614,0.00013661964,600.0391752719879,185,50
37,female,3618,0.00011333734,600.0328776836395,190,50
38,female,3611,0.00026528235,600.1098418235779,195,50
39,female,3617,0.00024520746,600.0305700302124,200,50
40,female,3585,4.6533278e-05,600.04048204422,205,50
41,female,3534,3.761985e-05,600.0531914234161,210,50
42,female,3616,0.00026453607,600.1462635993958,215,50
43,female,3619,0.00011416623,600.0733942985535,220,50
44,female,3614,0.00021416889,600.1317203044891,225,50
45,female,3615,0.000112932044,600.1614451408386,230,50
46,female,3615,0.00016392504,600.014123916626,235,50
47,female,3616,0.00020141546,600.0157353878021,240,50
48,female,3611,0.00044976384,600.0709300041199,245,50
49,female,3614,0.00021483035,600.0778222084045,250,50
50,female,3614,0.00010997122,600.1427567005157,255,50
51,female,3617,0.00014321423,600.0857062339783,260,50
52,female,3615,0.00024961113,600.0033264160156,265,50
53,female,3616,0.00018586905,600.0468134880066,270,50
54,female,3611,0.00026522556,600.1676332950592,275,50
55,female,3615,0.00024115594,600.1240437030792,280,50
56,female,3609,0.00055114715,600.0545897483826,285,50
57,female,3614,0.00012489418,600.0000214576721,290,50
58,female,3619,0.00014669626,600.1324806213379,295,50
59,female,3616,0.00017856048,600.1423389911652,300,50
60,female,3605,0.0009921652,600.0530877113342,5,100
61,female,3610,0.0003692234,600.1409859657288,10,100
62,female,3609,0.00034510094,600.1040787696838,15,100
63,female,3609,0.00053292926,600.1031382083893,20,100
64,female,3612,0.00039967737,600.106162071228,25,100
65,female,3609,0.00032049802,600.0889780521393,30,100
66,female,3613,7.8847894e-05,600.1062507629395,35,100
67,female,3611,0.0001925206,600.0553684234619,40,100
68,female,3611,0.00016209552,600.1223397254944,45,100
69,female,3611,0.00034073822,600.0054967403412,50,100
70,female,3615,0.00015909426,600.1680684089661,55,100
71,female,3616,0.0002046184,600.1008515357971,60,100
72,female,3611,0.0007702654,600.1048712730408,65,100
73,female,3617,0.00020105735,600.0828626155853,70,100
74,female,3618,0.00018192612,600.0441453456879,75,100
75,female,3610,0.0005836724,600.0266489982605,80,100
76,female,3618,0.00018629103,600.0052545070648,85,100
77,female,3614,0.00012948795,600.0605428218842,90,100
78,female,3612,0.00022655429,600.065244436264,95,100
79,female,3616,0.00023407952,600.1678566932678,100,100
80,female,3618,0.00025663443,600.1325151920319,105,100
81,female,3618,0.00017147014,600.0658674240112,110,100
82,female,3615,0.0001954682,600.0406348705292,115,100
83,female,3612,0.00029070355,600.1564953327179,120,100
84,female,3615,0.00018588186,600.1597332954407,125,100
85,female,3614,6.9505484e-05,600.0083184242249,130,100
86,female,3613,0.00010726613,600.0688333511353,135,100
87,female,3620,0.00014155864,600.1583070755005,140,100
88,female,3608,0.00027870838,600.0299491882324,145,100
89,female,3610,0.00037281372,600.0037994384766,150,100
90,female,3614,0.00014837582,600.1437594890594,155,100
91,female,3617,0.00024632877,600.0557270050049,160,100
92,female,3616,0.00015344477,600.0888614654541,165,100
93,female,3612,0.00032615982,600.073447227478,170,100
94,female,3615,0.0001876534,600.051100730896,175,100
95,female,3613,9.691666e-05,600.0161726474762,180,100
96,female,3619,0.00012429594,600.0535967350006,185,100
97,female,3614,0.00020507131,600.0783498287201,190,100
98,female,3611,0.00034425213,600.1134080886841,195,100
99,female,3615,0.00012425134,600.1095840930939,200,100
100,female,3612,0.000120847995,600.1392569541931,205,100
101,female,3619,7.8865334e-05,600.063202381134,210,100
102,female,3613,0.00016211998,600.0686273574829,215,100
103,female,3619,0.00013628812,600.1212863922119,220,100
104,female,3615,0.00013531922,600.0348935127258,225,100
105,female,3615,0.00012149837,600.1464641094208,230,100
106,female,3612,0.00038235655,600.107399225235,235,100
107,female,3608,0.00020272723,600.1613457202911,240,100
108,female,3614,0.00016639614,600.1080505847931,245,100
109,female,3611,0.0004019439,600.1489555835724,250,100
110,female,3610,0.00024309455,600.102413892746,255,100
111,female,3611,0.00016972961,600.0706312656403,260,100
112,female,3614,0.00015889862,600.025741815567,265,100
113,female,3616,0.0002906351,600.0167860984802,270,100
114,female,3612,0.0002627544,600.0597343444824,275,100
