,gender,iteration,loss,elapsed_time,steps,steps interval,rep
481,female,762,1.9993535e-05,127.03682327270508,60,200,8
482,female,788,1.9988445e-05,131.41777181625366,70,200,8
483,female,701,1.999891e-05,117.15546751022339,80,200,8
484,female,725,1.998875e-05,121.13664293289185,90,200,8
485,female,702,1.9993822e-05,117.60043621063232,100,200,8
486,female,705,1.9999807e-05,117.6566903591156,110,200,8
487,female,739,1.9996976e-05,123.45729756355286,120,200,8
488,female,699,1.9997886e-05,116.9639401435852,130,200,8
489,female,696,1.9991101e-05,116.06827116012573,140,200,8
490,female,906,1.9995758e-05,150.83596634864807,150,200,8
491,female,709,1.9987398e-05,118.09170913696289,160,200,8
492,female,924,1.999812e-05,153.67906165122986,170,200,8
493,female,712,1.9999736e-05,118.55976271629333,180,200,8
494,female,790,1.9992749e-05,131.93708992004395,190,200,8
495,female,713,1.9994339e-05,119.01171636581421,200,200,8
496,female,738,1.9998992e-05,123.39933466911316,210,200,8
497,female,724,1.9990825e-05,120.61475443840027,220,200,8
498,female,740,1.9995747e-05,123.65471458435059,230,200,8
499,female,904,1.9988294e-05,151.23738956451416,240,200,8
500,female,1130,1.9997298e-05,189.01476097106934,50,250,8
501,female,871,1.9998637e-05,144.89353942871094,60,250,8
502,female,842,1.9975763e-05,140.42589950561523,70,250,8
503,female,848,1.998739e-05,141.0474545955658,80,250,8
504,female,739,1.9987234e-05,123.31539607048035,90,250,8
505,female,704,1.9996705e-05,117.12685108184814,100,250,8
506,female,699,1.9997708e-05,116.56902623176575,110,250,8
507,female,668,1.998751e-05,111.40120673179626,120,250,8
508,female,684,1.998834e-05,113.92760348320007,130,250,8
509,female,680,1.9997175e-05,113.44914746284485,140,250,8
510,female,691,1.9983343e-05,115.1985936164856,150,250,8
511,female,667,1.9995412e-05,111.3558943271637,160,250,8
512,female,739,1.999914e-05,123.5791528224945,170,250,8
513,female,675,1.9994812e-05,112.90128087997437,180,250,8
514,female,737,1.9998643e-05,123.15311980247498,190,250,8
515,female,731,1.999577e-05,122.55436611175537,200,250,8
516,female,837,1.999343e-05,139.19669914245605,210,250,8
517,female,828,1.999447e-05,138.1584894657135,220,250,8
518,female,724,1.9994424e-05,120.73407626152039,230,250,8
519,female,831,1.994269e-05,138.47294664382935,240,250,8
520,female,1071,1.99953e-05,178.49977803230286,50,300,8
521,female,977,1.9953608e-05,163.24412178993225,60,300,8
522,female,818,1.9993271e-05,137.00636982917786,70,300,8
523,female,800,1.9987523e-05,133.78787302970886,80,300,8
524,female,803,1.9988569e-05,134.08964896202087,90,300,8
525,female,776,1.9984425e-05,128.98761296272278,100,300,8
526,female,793,1.999769e-05,132.36824107170105,110,300,8
527,female,759,1.9996594e-05,126.96394538879395,120,300,8
528,female,986,1.9970985e-05,164.3843195438385,130,300,8
529,female,714,1.9990832e-05,119.15491795539856,140,300,8
530,female,729,1.999994e-05,121.27768564224243,150,300,8
531,female,760,1.9993737e-05,127.08177924156189,160,300,8
532,female,747,1.9997122e-05,124.5413863658905,170,300,8
533,female,729,1.9982199e-05,121.39934086799622,180,300,8
534,female,758,1.9985342e-05,126.35650372505188,190,300,8
535,female,738,1.9987006e-05,123.27095317840576,200,300,8
536,female,759,1.998802e-05,126.66257739067078,210,300,8
537,female,801,1.9995925e-05,133.50810933113098,220,300,8
538,female,778,1.9991396e-05,129.5057442188263,230,300,8
539,female,767,1.9991876e-05,127.93611907958984,240,300,8
540,female,941,1.9992134e-05,157.14835214614868,50,200,9
541,female,772,1.9999534e-05,128.8127293586731,60,200,9
542,female,762,1.9989347e-05,127.28271865844727,70,200,9
543,female,766,1.999245e-05,128.0129463672638,80,200,9
544,female,703,1.9988147e-05,117.66442966461182,90,200,9
545,female,697,1.9952777e-05,116.41866064071655,100,200,9
546,female,695,1.99853e-05,115.88156008720398,110,200,9
547,female,705,1.9992873e-05,117.93360257148743,120,200,9
548,female,679,1.9980966e-05,113.49987769126892,130,200,9
549,female,760,1.9989538e-05,126.89698243141174,140,200,9
550,female,783,1.9990348e-05,130.78836297988892,150,200,9
551,female,691,1.9995767e-05,115.28517508506775,160,200,9
552,female,774,1.999097e-05,128.82444429397583,170,200,9
553,female,706,1.998436e-05,117.63605904579163,180,200,9
554,female,744,1.9998806e-05,124.00189185142517,190,200,9
555,female,701,1.9992192e-05,116.95943975448608,200,200,9
556,female,780,1.9986419e-05,129.92710995674133,210,200,9
557,female,709,1.9989944e-05,117.93715476989746,220,200,9
558,female,729,1.9992734e-05,121.67255425453186,230,200,9
559,female,884,1.9953406e-05,147.2790014743805,240,200,9
560,female,1085,1.9996016e-05,181.13589000701904,50,250,9
561,female,954,1.999781e-05,158.96005940437317,60,250,9
562,female,846,1.9996962e-05,141.04496479034424,70,250,9
563,female,747,1.998719e-05,124.61843061447144,80,250,9
564,female,838,1.9966803e-05,139.71112895011902,90,250,9
565,female,672,1.999245e-05,112.06884288787842,100,250,9
566,female,746,1.998882e-05,124.39909100532532,110,250,9
567,female,833,1.9963136e-05,138.89917421340942,120,250,9
568,female,705,1.9996482e-05,117.90990781784058,130,250,9
569,female,688,1.9987609e-05,115.03987336158752,140,250,9
570,female,677,1.9996934e-05,112.82406210899353,150,250,9
571,female,728,1.9996758e-05,121.35921454429626,160,250,9
572,female,834,1.9955027e-05,139.12305164337158,170,250,9
573,female,696,1.9989551e-05,116.41948652267456,180,250,9
574,female,694,1.9996294e-05,115.71446800231934,190,250,9
575,female,701,1.9983068e-05,116.51120066642761,200,250,9
576,female,725,1.99911e-05,121.12299847602844,210,250,9
577,female,727,1.998847e-05,121.42116737365723,220,250,9
578,female,740,1.9994672e-05,124.01784539222717,230,250,9
579,female,831,1.9928983e-05,138.37441277503967,240,250,9
580,female,1014,1.9995907e-05,169.7734079360962,50,300,9
581,female,987,1.999428e-05,164.5798728466034,60,300,9
582,female,797,1.9996936e-05,132.66971039772034,70,300,9
583,female,812,1.9997828e-05,135.44192266464233,80,300,9
584,female,773,1.9999292e-05,129.12074542045593,90,300,9
585,female,1001,1.998909e-05,167.55422234535217,100,300,9
586,female,790,1.9988855e-05,131.8361461162567,110,300,9
587,female,766,1.999745e-05,127.75031018257141,120,300,9
588,female,864,1.9991967e-05,144.55620646476746,130,300,9
589,female,730,1.9992105e-05,121.9464762210846,140,300,9
590,female,749,1.9992642e-05,124.60845017433167,150,300,9
591,female,775,1.9989087e-05,129.48116445541382,160,300,9
592,female,757,1.9986948e-05,126.0107102394104,170,300,9
593,female,733,1.999333e-05,122.43270421028137,180,300,9
594,female,771,1.9999474e-05,128.75247311592102,190,300,9
595,female,755,1.9989513e-05,126.16014409065247,200,300,9
596,female,779,1.9995341e-05,129.85694026947021,210,300,9
597,female,813,1.9994875e-05,135.46795654296875,220,300,9
598,female,773,1.9999563e-05,128.83049964904785,230,300,9
599,female,817,1.9996114e-05,136.21505784988403,240,300,9
600,female,741,1.9994714e-05,221.48177766799927,250,200,0
601,female,835,1.9980092e-05,260.2571144104004,250,250,0
602,female,772,1.9998904e-05,241.80113458633423,250,300,0
603,female,779,1.9987376e-05,242.77795100212097,250,200,1
604,female,749,1.9986937e-05,232.4720437526703,250,250,1
605,female,786,1.9998499e-05,247.54485845565796,250,300,1
606,female,757,1.99869e-05,237.8896872997284,250,200,2
607,female,741,1.9983825e-05,230.08246731758118,250,250,2
608,female,803,1.999687e-05,249.51809191703796,250,300,2
609,female,769,1.998791e-05,236.4780879020691,250,200,3
610,female,827,1.9915155e-05,249.38172888755798,250,250,3
611,female,806,1.9997413e-05,243.3170268535614,250,300,3
612,female,745,1.9991237e-05,225.06581568717957,250,200,4
613,female,831,1.9982945e-05,251.2256796360016,250,250,4
614,female,781,1.9985153e-05,236.08357000350952,250,300,4
615,female,779,1.9991421e-05,235.7167363166809,250,200,5
616,female,834,1.9990199e-05,257.8043863773346,250,250,5
617,female,779,1.9993407e-05,235.1291618347168,250,300,5
618,female,768,1.9993371e-05,232.07252979278564,250,200,6
619,female,741,1.998823e-05,242.60827803611755,250,250,6
620,female,818,1.9993415e-05,272.7931480407715,250,300,6
621,female,770,1.9993673e-05,257.737384557724,250,200,7
622,female,830,1.9956587e-05,276.4463059902191,250,250,7
623,female,799,1.9996496e-05,266.04021072387695,250,300,7
624,female,745,1.9986366e-05,248.681649684906,250,200,8
625,female,743,1.9999228e-05,247.85045266151428,250,250,8
626,female,810,1.9995518e-05,271.1363835334778,250,300,8
627,female,754,1.9991405e-05,250.38050293922424,250,200,9
628,female,738,1.9985671e-05,245.55069208145142,250,250,9
629,female,780,1.9991394e-05,260.70715594291687,250,300,9
630,male,881,1.9994362e-05,298.9110641479492,250,200,0
631,male,885,2.4535439e-05,300.1227731704712,250,250,0
632,male,878,2.4862937e-05,300.3356411457062,250,300,0
633,male,883,2.0333566e-05,300.2997360229492,250,200,1
634,male,881,2.5030762e-05,300.1989903450012,250,250,1
635,male,881,2.5374316e-05,300.15786838531494,250,300,1
636,male,882,2.0708607e-05,300.0007994174957,250,200,2
637,male,883,2.4861347e-05,300.08265018463135,250,250,2
638,male,884,2.5293197e-05,300.2032995223999,250,300,2
639,male,882,2.0717187e-05,300.0226745605469,250,200,3
640,male,883,2.4203899e-05,300.04280710220337,250,250,3
641,male,882,2.5119396e-05,300.0723285675049,250,300,3
642,male,883,2.0166986e-05,300.0425262451172,250,200,4
643,male,880,2.469122e-05,300.2424223423004,250,250,4
644,male,884,2.5542071e-05,300.15251207351685,250,300,4
645,male,883,2.0459938e-05,300.17756056785583,250,200,5
646,male,884,2.4753064e-05,300.25236463546753,250,250,5
647,male,882,2.5135327e-05,300.01059317588806,250,300,5
648,male,885,2.062348e-05,300.2947940826416,250,200,6
649,male,883,2.4705709e-05,300.11282205581665,250,250,6
650,male,882,2.5325993e-05,300.0510082244873,250,300,6
651,male,884,2.033394e-05,300.21577739715576,250,200,7
652,male,884,2.5013247e-05,300.0044288635254,250,250,7
653,male,882,2.553736e-05,300.2794942855835,250,300,7
654,male,881,2.0765277e-05,300.0517897605896,250,200,8
655,male,884,2.4285939e-05,300.0158922672272,250,250,8
656,male,882,2.5242614e-05,300.2633047103882,250,300,8
657,male,879,2.0704918e-05,300.05953788757324,250,200,9
658,male,882,2.5076399e-05,300.25222420692444,250,250,9
659,male,883,2.520631e-05,300.12275528907776,250,300,9
