,gender,iteration,loss,elapsed_time,steps,steps interval,rep
216,female,720,1.999876e-05,119.5090959072113,210,250,3
217,female,713,1.9992798e-05,118.87428259849548,220,250,3
218,female,738,1.9999821e-05,123.15461754798889,230,250,3
219,female,822,1.9731671e-05,136.97476816177368,240,250,3
220,female,1097,1.9992789e-05,183.15392923355103,50,300,3
221,female,1185,1.9997282e-05,197.2911741733551,60,300,3
222,female,848,1.9993986e-05,141.82087779045105,70,300,3
223,female,820,1.9990486e-05,137.03537583351135,80,300,3
224,female,778,1.9986255e-05,130.44087290763855,90,300,3
225,female,1065,1.9998353e-05,177.4336874485016,100,300,3
226,female,804,1.9992942e-05,134.36554551124573,110,300,3
227,female,739,1.9988256e-05,123.15009760856628,120,300,3
228,female,769,1.9991134e-05,128.2282521724701,130,300,3
229,female,749,1.998838e-05,125.21633815765381,140,300,3
230,female,754,1.9989982e-05,126.02287697792053,150,300,3
231,female,723,1.9997917e-05,120.17010688781738,160,300,3
232,female,728,1.9982414e-05,121.14752864837646,170,300,3
233,female,738,1.9983589e-05,123.03552722930908,180,300,3
234,female,741,1.9994513e-05,123.66893553733826,190,300,3
235,female,734,1.9990255e-05,122.20062255859375,200,300,3
236,female,764,1.999181e-05,126.85987830162048,210,300,3
237,female,793,1.9995492e-05,131.82488489151,220,300,3
238,female,786,1.9999712e-05,130.9348485469818,230,300,3
239,female,818,1.9989448e-05,136.41244173049927,240,300,3
240,female,901,1.9995488e-05,150.00950980186462,50,200,4
241,female,733,1.9998017e-05,122.17246890068054,60,200,4
242,female,742,1.999618e-05,123.58777952194214,70,200,4
243,female,741,1.999137e-05,123.9227397441864,80,200,4
244,female,722,1.9998979e-05,120.11809825897217,90,200,4
245,female,788,1.9993964e-05,131.5321023464203,100,200,4
246,female,705,1.998863e-05,117.7664840221405,110,200,4
247,female,722,1.9994812e-05,120.46880960464478,120,200,4
248,female,689,1.9941328e-05,114.84054207801819,130,200,4
249,female,739,1.9987443e-05,123.41042160987854,140,200,4
250,female,899,1.9993067e-05,149.90532541275024,150,200,4
251,female,733,1.9989291e-05,122.17840576171875,160,200,4
252,female,756,1.9992449e-05,126.01692199707031,170,200,4
253,female,710,1.9991832e-05,118.46962285041809,180,200,4
254,female,714,1.9989388e-05,119.51562547683716,190,200,4
255,female,706,1.9994353e-05,117.87429165840149,200,200,4
256,female,752,1.999633e-05,125.39565348625183,210,200,4
257,female,709,1.9986408e-05,118.18140053749084,220,200,4
258,female,730,1.999695e-05,122.20935821533203,230,200,4
259,female,907,1.9986248e-05,151.3048961162567,240,200,4
260,female,1072,1.9910925e-05,178.75456619262695,50,250,4
261,female,885,1.9987212e-05,148.3900489807129,60,250,4
262,female,857,1.9984687e-05,143.1644787788391,70,250,4
263,female,701,1.9998464e-05,117.00013327598572,80,250,4
264,female,829,1.9933346e-05,138.7460741996765,90,250,4
265,female,681,1.9992785e-05,113.3758544921875,100,250,4
266,female,715,1.9999434e-05,119.06228113174438,110,250,4
267,female,722,1.9990173e-05,120.748779296875,120,250,4
268,female,721,1.9989731e-05,120.10669565200806,130,250,4
269,female,681,1.9985197e-05,113.73228287696838,140,250,4
270,female,686,1.9985244e-05,114.23976421356201,150,250,4
271,female,689,1.9996507e-05,114.65359330177307,160,250,4
272,female,719,1.9998177e-05,119.87706589698792,170,250,4
273,female,667,1.9988802e-05,111.76548886299133,180,250,4
274,female,715,1.9996194e-05,119.05810761451721,190,250,4
275,female,712,1.9998593e-05,118.92667269706726,200,250,4
276,female,714,1.9993378e-05,118.78617572784424,210,250,4
277,female,739,1.9998377e-05,123.00275087356567,220,250,4
278,female,723,1.9990115e-05,120.49879908561707,230,250,4
279,female,824,1.9996023e-05,137.5510880947113,240,250,4
280,female,1095,1.9998448e-05,182.5111265182495,50,300,4
281,female,1005,1.9982424e-05,167.55215311050415,60,300,4
282,female,822,1.9998857e-05,137.01195454597473,70,300,4
283,female,777,1.999837e-05,129.7060353755951,80,300,4
284,female,827,1.9996027e-05,137.66076588630676,90,300,4
285,female,760,1.9987307e-05,126.67341327667236,100,300,4
286,female,795,1.9990799e-05,132.7577667236328,110,300,4
287,female,772,1.999093e-05,128.70760083198547,120,300,4
288,female,981,1.9990863e-05,163.9230284690857,130,300,4
289,female,741,1.9988407e-05,123.73507881164551,140,300,4
290,female,706,1.998927e-05,117.78148484230042,150,300,4
291,female,718,1.9985682e-05,120.24503016471863,160,300,4
292,female,803,1.9988056e-05,133.82430982589722,170,300,4
293,female,755,1.999969e-05,126.26428246498108,180,300,4
294,female,789,1.9986794e-05,131.4819827079773,190,300,4
295,female,740,1.998782e-05,123.417147397995,200,300,4
296,female,765,1.9995729e-05,127.57539081573486,210,300,4
297,female,768,1.9999743e-05,127.85085773468018,220,300,4
298,female,803,1.9995037e-05,134.207186460495,230,300,4
299,female,797,1.9990846e-05,133.15500736236572,240,300,4
300,female,915,1.9996804e-05,153.1669192314148,50,200,5
301,female,734,1.9984498e-05,122.54218196868896,60,200,5
302,female,790,1.999698e-05,131.40371799468994,70,200,5
303,female,690,1.9999694e-05,115.28157544136047,80,200,5
304,female,744,1.9989708e-05,124.1228814125061,90,200,5
305,female,714,1.9995134e-05,119.03443694114685,100,200,5
306,female,707,1.9985095e-05,118.25061678886414,110,200,5
307,female,725,1.9987474e-05,121.19616270065308,120,200,5
308,female,708,1.9988016e-05,118.09691953659058,130,200,5
309,female,713,1.9985484e-05,118.98952031135559,140,200,5
310,female,773,1.999253e-05,128.81265449523926,150,200,5
311,female,731,1.999515e-05,121.78155255317688,160,200,5
312,female,950,1.99957e-05,158.22577357292175,170,200,5
313,female,733,1.9996034e-05,121.86933398246765,180,200,5
314,female,775,1.9994844e-05,129.10724878311157,190,200,5
315,female,692,1.9997266e-05,115.10533094406128,200,200,5
316,female,764,1.9999485e-05,127.62631940841675,210,200,5
317,female,744,1.999733e-05,124.34354829788208,220,200,5
318,female,743,1.9986372e-05,124.03050446510315,230,200,5
319,female,911,1.9999585e-05,152.22995829582214,240,200,5
320,female,1087,1.9990583e-05,181.48088359832764,50,250,5
321,female,953,1.998933e-05,158.8738250732422,60,250,5
322,female,852,1.9985531e-05,141.9333655834198,70,250,5
323,female,829,1.999265e-05,138.50747418403625,80,250,5
324,female,707,1.999005e-05,118.09270405769348,90,250,5
325,female,695,1.99882e-05,116.19941687583923,100,250,5
326,female,681,1.9999074e-05,113.86970138549805,110,250,5
327,female,990,1.9999068e-05,165.37375354766846,120,250,5
328,female,699,1.9985815e-05,116.43411707878113,130,250,5
329,female,678,1.9986244e-05,113.53878450393677,140,250,5
330,female,678,1.9983305e-05,113.40453815460205,150,250,5
331,female,702,1.999686e-05,117.26765513420105,160,250,5
332,female,827,1.9991603e-05,138.1271481513977,170,250,5
333,female,728,1.998628e-05,121.31879353523254,180,250,5
334,female,737,1.9998362e-05,122.93979549407959,190,250,5
335,female,730,1.9989455e-05,121.95787644386292,200,250,5
336,female,724,1.9997819e-05,121.07152390480042,210,250,5
337,female,736,1.9988502e-05,122.63670682907104,220,250,5
338,female,830,1.9911513e-05,138.6393277645111,230,250,5
339,female,688,1.9989886e-05,114.7107458114624,240,250,5
340,female,1059,1.9997633e-05,176.78053975105286,50,300,5
341,female,985,1.9936073e-05,164.55700254440308,60,300,5
342,female,826,1.9997793e-05,137.61262392997742,70,300,5
343,female,785,1.9989657e-05,130.8132562637329,80,300,5
344,female,784,1.9998195e-05,130.7937126159668,90,300,5
345,female,751,1.9986357e-05,125.21380019187927,100,300,5
346,female,806,1.9996562e-05,134.5187485218048,110,300,5
347,female,740,1.9998115e-05,123.98583936691284,120,300,5
348,female,873,1.9988864e-05,145.81068563461304,130,300,5
349,female,752,1.9998206e-05,125.52172446250916,140,300,5
350,female,761,1.9988824e-05,127.15283298492432,150,300,5
351,female,751,1.999762e-05,125.58234667778015,160,300,5
352,female,732,1.9989078e-05,122.389817237854,170,300,5
353,female,724,1.9987521e-05,120.64803552627563,180,300,5
354,female,781,1.999359e-05,130.39972734451294,190,300,5
355,female,741,1.9990795e-05,123.38494372367859,200,300,5
356,female,789,1.998791e-05,131.85182213783264,210,300,5
357,female,796,1.9995752e-05,132.64042115211487,220,300,5
358,female,779,1.9997611e-05,129.98474407196045,230,300,5
359,female,764,1.9995474e-05,127.45021891593933,240,300,5
360,female,921,1.9995085e-05,153.3854537010193,50,200,6
361,female,737,1.9999767e-05,122.9425356388092,60,200,6
362,female,781,1.9989628e-05,130.29905557632446,70,200,6
363,female,729,1.9996101e-05,121.81551480293274,80,200,6
364,female,729,1.9995794e-05,121.853511095047,90,200,6
365,female,723,1.9991345e-05,120.46829009056091,100,200,6
366,female,689,1.9997762e-05,114.83426427841187,110,200,6
367,female,759,1.9997859e-05,126.97017240524292,120,200,6
368,female,750,1.999327e-05,124.57291579246521,130,200,6
369,female,737,1.9996503e-05,123.05621075630188,140,200,6
370,female,896,1.9959141e-05,149.10956978797913,150,200,6
371,female,715,1.999394e-05,119.4847149848938,160,200,6
372,female,909,1.9988493e-05,151.20237636566162,170,200,6
373,female,730,1.9986026e-05,121.69479298591614,180,200,6
374,female,754,1.9995e-05,125.45762014389038,190,200,6
375,female,699,1.9991989e-05,116.45936989784241,200,200,6
376,female,738,1.9993116e-05,123.18022966384888,210,200,6
377,female,723,1.9995374e-05,120.57767128944397,220,200,6
378,female,712,1.999917e-05,118.59163904190063,230,200,6
379,female,935,1.9985877e-05,155.5021378993988,240,200,6
380,female,1172,1.9993156e-05,195.9344937801361,50,250,6
381,female,902,1.9992809e-05,150.54625153541565,60,250,6
382,female,834,1.99904e-05,138.96257328987122,70,250,6
383,female,731,1.9997675e-05,121.72787928581238,80,250,6
384,female,839,1.9998419e-05,139.95371055603027,90,250,6
385,female,670,1.9979256e-05,111.45203590393066,100,250,6
386,female,738,1.9989613e-05,123.53885197639465,110,250,6
387,female,668,1.9994732e-05,111.68827724456787,120,250,6
388,female,721,1.9992034e-05,120.40513801574707,130,250,6
389,female,699,1.9995708e-05,116.30099701881409,140,250,6
390,female,716,1.9990532e-05,119.18469953536987,150,250,6
391,female,718,1.9996374e-05,119.69990038871765,160,250,6
392,female,676,1.9989071e-05,112.68670320510864,170,250,6
393,female,685,1.9988576e-05,114.55441069602966,180,250,6
394,female,694,1.9986468e-05,116.10177993774414,190,250,6
395,female,832,1.989007e-05,139.19221806526184,200,250,6
396,female,730,1.9999026e-05,121.9594738483429,210,250,6
397,female,829,1.9988323e-05,138.11962890625,220,250,6
398,female,721,1.9989331e-05,120.495370388031,230,250,6
399,female,724,1.9990055e-05,120.80915212631226,240,250,6
400,female,1043,1.999815e-05,174.21079206466675,50,300,6
401,female,986,1.9989026e-05,164.67116022109985,60,300,6
402,female,818,1.9998635e-05,136.53459668159485,70,300,6
403,female,773,1.999552e-05,128.94299745559692,80,300,6
404,female,804,1.99926e-05,134.2889609336853,90,300,6
405,female,761,1.9987994e-05,127.07065033912659,100,300,6
406,female,783,1.9987918e-05,130.52921175956726,110,300,6
407,female,1085,1.9994011e-05,181.1274881362915,120,300,6
408,female,1007,1.9995163e-05,168.09124732017517,130,300,6
409,female,742,1.9995547e-05,123.55724573135376,140,300,6
410,female,744,1.9987847e-05,124.54055118560791,150,300,6
411,female,736,1.999602e-05,122.3557448387146,160,300,6
412,female,752,1.9990961e-05,125.28150153160095,170,300,6
413,female,731,1.9995034e-05,121.91858673095703,180,300,6
414,female,777,1.9988738e-05,129.38933730125427,190,300,6
415,female,724,1.9991217e-05,120.64504909515381,200,300,6
416,female,755,1.998731e-05,125.98803472518921,210,300,6
417,female,802,1.9987525e-05,133.8697018623352,220,300,6
418,female,784,1.9988092e-05,131.0494408607483,230,300,6
419,female,779,1.9990153e-05,129.89209008216858,240,300,6
420,female,928,1.9995914e-05,154.68028259277344,50,200,7
421,female,724,1.9997438e-05,121.43040800094604,60,200,7
422,female,734,1.9996947e-05,122.67836570739746,70,200,7
423,female,701,1.9988955e-05,116.779226064682,80,200,7
424,female,717,1.9985693e-05,119.85960292816162,90,200,7
425,female,718,1.9993298e-05,119.70287585258484,100,200,7
426,female,707,1.9993273e-05,117.53850197792053,110,200,7
427,female,731,1.9993242e-05,121.91565990447998,120,200,7
428,female,704,1.999206e-05,118.06194543838501,130,200,7
429,female,748,1.9995827e-05,124.63664507865906,140,200,7
430,female,887,1.9989473e-05,148.46682405471802,150,200,7
431,female,724,1.9994877e-05,120.97231364250183,160,200,7
432,female,886,1.9994182e-05,147.93206596374512,170,200,7
433,female,748,1.999392e-05,124.91053414344788,180,200,7
434,female,770,1.9999767e-05,128.6618151664734,190,200,7
435,female,743,1.9991074e-05,124.03999018669128,200,200,7
436,female,764,1.9992554e-05,127.30441570281982,210,200,7
437,female,698,1.9995961e-05,116.61376285552979,220,200,7
438,female,759,1.9991541e-05,126.26511740684509,230,200,7
439,female,901,1.9978339e-05,150.61849808692932,240,200,7
440,female,983,1.9992449e-05,164.37185835838318,50,250,7
441,female,894,1.9993016e-05,148.82799100875854,60,250,7
442,female,831,1.998377e-05,138.83874320983887,70,250,7
443,female,836,1.9992582e-05,139.41896104812622,80,250,7
444,female,724,1.9993282e-05,120.36584234237671,90,250,7
445,female,670,1.9994084e-05,111.68231582641602,100,250,7
446,female,692,1.9990734e-05,115.17619180679321,110,250,7
447,female,726,1.9989799e-05,121.43192434310913,120,250,7
448,female,687,1.9996642e-05,114.28951334953308,130,250,7
449,female,679,1.9999548e-05,113.3645830154419,140,250,7
450,female,679,1.9996984e-05,113.20168375968933,150,250,7
451,female,709,1.9994406e-05,118.4386215209961,160,250,7
452,female,715,1.9988154e-05,119.26673722267151,170,250,7
453,female,696,1.9996389e-05,116.1428792476654,180,250,7
454,female,824,1.994352e-05,137.49633884429932,190,250,7
455,female,706,1.9999534e-05,117.71272897720337,200,250,7
456,female,722,1.9987554e-05,120.63690280914307,210,250,7
457,female,819,1.9904553e-05,136.56794095039368,220,250,7
458,female,700,1.999696e-05,116.66331148147583,230,250,7
459,female,741,1.9992658e-05,123.55370092391968,240,250,7
460,female,1322,1.999939e-05,220.57086372375488,50,300,7
461,female,867,1.9998844e-05,144.67390036582947,60,300,7
462,female,820,1.998951e-05,136.90929198265076,70,300,7
463,female,814,1.9990446e-05,136.01442623138428,80,300,7
464,female,804,1.998722e-05,134.09356141090393,90,300,7
465,female,776,1.9998566e-05,129.83877205848694,100,300,7
466,female,822,1.9998184e-05,137.2218837738037,110,300,7
467,female,1156,1.999618e-05,192.89612436294556,120,300,7
468,female,876,1.9997078e-05,146.3201129436493,130,300,7
469,female,723,1.9993127e-05,120.6669647693634,140,300,7
470,female,730,1.9985946e-05,121.56138634681702,150,300,7
471,female,769,1.9990503e-05,128.48385953903198,160,300,7
472,female,740,1.999006e-05,123.38071036338806,170,300,7
473,female,733,1.9985586e-05,122.01561236381531,180,300,7
474,female,816,1.9990592e-05,135.9192452430725,190,300,7
475,female,752,1.9999827e-05,125.57061052322388,200,300,7
476,female,732,1.9989619e-05,122.1600866317749,210,300,7
477,female,816,1.9989679e-05,135.87398028373718,220,300,7
478,female,790,1.9990155e-05,131.87892198562622,230,300,7
479,female,781,1.9992956e-05,129.79226326942444,240,300,7
480,female,907,1.9990584e-05,151.4820203781128,50,200,8
