,gender,iteration,loss,elapsed_time
0,male,3534,0.0007338834,600.0739095211029
1,male,3572,0.000725155,600.1597046852112
2,male,3572,0.00070161,600.13933634758
3,male,3573,0.0006974499,600.099506855011
4,male,3573,0.00069719454,600.09796833992
5,male,3572,0.00069366716,600.0147585868835
6,male,3570,0.00064076716,600.0514285564423
7,male,3573,0.0006300673,600.0053877830505
8,male,3568,0.0006294249,600.0665819644928
9,male,3574,0.00062250585,600.0951888561249
10,male,3573,0.0006003749,600.0772550106049
11,male,3573,0.0005978674,600.1371893882751
12,male,3574,0.00047904206,600.1310937404633
13,male,3576,0.0004688441,600.1400721073151
14,male,3575,0.00043831568,600.115140914917
15,male,3573,0.00041514722,600.0752060413361
16,male,3573,0.00041377993,600.1478667259216
17,male,3574,0.00041009017,600.1611907482147
18,male,3573,0.0004071441,600.1535999774933
19,male,3569,0.00040532142,600.1522629261017
20,male,3573,0.0003946271,600.1385877132416
21,male,3575,0.00039134792,600.0882954597473
22,male,3574,0.00034112326,600.0683591365814
23,male,3573,0.00033992005,600.1006774902344
24,male,3573,0.00033970506,600.0788929462433
25,male,3573,0.00033741447,600.1117742061615
26,male,3571,0.00033508884,600.1156220436096
27,male,3576,0.00028391153,600.1531944274902
28,male,3573,0.0002764646,600.1336493492126
29,male,3573,0.00027620568,600.1339371204376
30,male,3573,0.00024136264,600.167329788208
31,male,3570,0.00023591652,600.1460506916046
32,male,3574,0.00023406284,600.142822265625
33,male,3575,0.00023299243,600.1183621883392
34,male,3574,0.00023338321,600.0645070075989
35,male,3573,0.00022296031,600.0284078121185
36,male,3573,0.00022188341,600.1537327766418
37,male,3572,0.00021657819,600.0279264450073
38,male,3575,0.00021464072,600.0406067371368
39,male,3574,0.00021306993,600.0408477783203
40,male,3575,0.00021240299,600.1356995105743
41,male,3573,0.00020662961,600.1479840278625
42,male,3573,0.00020533829,600.1333184242249
43,male,3573,0.0002043225,600.1279468536377
44,male,3572,0.00020340303,600.0414810180664
45,male,3570,0.0001798342,600.1476922035217
46,male,3574,0.0001773574,600.0396072864532
47,male,3574,0.00017566793,600.0920753479004
48,male,3574,0.00017438832,600.0521347522736
49,male,3573,0.00017391934,600.1082348823547
50,male,3574,0.00017297192,600.1179718971252
51,male,3573,0.00016561965,600.1143457889557
52,male,3572,0.00016546508,600.0242359638214
53,male,3574,0.00016529,600.158848285675
54,male,3575,0.00016359202,600.1029140949249
55,male,3574,0.00016587628,600.1245987415314
56,male,3573,0.0001633512,600.0101528167725
57,male,3575,0.00016310679,600.0276236534119
58,male,3572,0.00015831312,600.0243444442749
59,male,3573,0.00015809726,600.023196220398
60,male,3573,0.0001578458,600.0362710952759
61,male,3573,0.0001578366,600.1216380596161
62,male,3574,0.00015731523,600.0663321018219
63,male,3574,0.00015862726,600.1532349586487
64,male,3575,0.00015341186,600.1031062602997
65,male,3576,0.00015357329,600.0835120677948
66,male,3572,0.00015337294,600.1029191017151
67,male,3574,0.00015507732,600.0850830078125
68,male,3574,0.00015492828,600.163979768753
69,male,3574,0.0001566967,600.1152846813202
70,male,3574,0.00015188656,600.0922093391418
71,male,3575,0.00014879461,600.1190686225891
72,male,3573,0.0001457139,600.0478858947754
73,male,3572,0.00014526908,600.1614563465118
74,male,3572,0.00014504715,600.0793421268463
75,male,3576,0.00014362365,600.1465585231781
76,male,3574,0.00013641408,600.0436291694641
77,male,3573,0.00013485906,600.1341712474823
78,male,3574,0.0001356705,600.0150690078735
79,male,3572,0.00013531928,600.0799617767334
80,male,3573,0.00013529073,600.0424146652222
81,male,3574,0.00013560241,600.0346503257751
82,male,3573,0.00013543954,600.0188047885895
83,male,3575,0.00013320088,600.1018733978271
84,male,3575,0.00013130953,600.0112962722778
85,male,3575,0.0001317545,600.0159268379211
86,male,3576,0.00012592076,600.0692899227142
87,male,3574,0.00012351426,600.0715656280518
88,male,3574,0.00012323269,600.1541593074799
89,male,3574,0.0001231611,600.1491434574127
90,male,3574,0.00012170246,600.0357055664062
91,male,3575,0.0001207256,600.1658174991608
92,male,3573,0.00011885715,600.1249098777771
93,male,3572,0.00011766709,600.0221238136292
94,male,3575,0.00011752012,600.1585195064545
95,male,3574,0.0001145439,600.0450720787048
96,male,3572,0.00011239482,600.0897407531738
97,male,3574,0.00011248931,600.0531167984009
98,male,3574,0.00011182662,600.0062284469604
99,male,3573,0.00011073929,600.0268077850342
100,male,3573,0.00010856558,600.0220930576324
101,male,3576,0.00010921149,600.1266317367554
102,male,3576,0.000111915,600.1119644641876
103,male,3574,0.00010834953,600.0605781078339
104,male,3575,0.00011076425,600.1400058269501
105,male,3575,0.000110862515,600.1480438709259
106,male,3574,0.0001044823,600.1359782218933
107,male,3573,0.00010784866,600.0834634304047
108,male,3575,0.00010577188,600.0793182849884
109,male,3573,0.00010199824,600.0237808227539
110,male,3574,0.00010351806,600.1199352741241
111,male,3573,0.00010138161,600.0534453392029
112,male,3573,0.000100943624,600.1232461929321
113,male,3575,9.956337e-05,600.14719581604
114,male,3575,0.00010078664,600.1403648853302
115,male,3573,9.8955876e-05,600.064521074295
116,male,3575,9.6405165e-05,600.0355439186096
117,male,3574,9.413336e-05,600.1369853019714
118,male,3574,9.294521e-05,600.0209686756134
119,male,3574,9.746756e-05,600.0148727893829
120,male,3573,9.7148935e-05,600.0363824367523
121,male,3570,9.065886e-05,600.0096986293793
122,male,3573,9.0478345e-05,600.0653605461121
123,male,3573,8.7052555e-05,600.0393288135529
124,male,3574,8.682144e-05,600.0855314731598
125,male,3575,8.9408306e-05,600.1332864761353
126,male,3575,8.912528e-05,600.0479447841644
127,male,3572,8.7118155e-05,600.0600726604462
128,male,3574,8.386494e-05,600.1436204910278
129,male,3573,8.2860206e-05,600.0435483455658
130,male,3574,7.975023e-05,600.1435370445251
131,male,3574,8.017336e-05,600.0067472457886
132,male,3574,8.2164894e-05,600.0451240539551
133,male,3573,8.065307e-05,600.0112075805664
134,male,3575,7.67481e-05,600.1243422031403
135,male,3574,7.991221e-05,600.1035077571869
136,male,3574,8.048319e-05,600.0790627002716
137,male,3574,8.017699e-05,600.1489825248718
138,male,3575,8.039673e-05,600.1299614906311
139,male,3575,8.0068836e-05,600.0680246353149
140,male,3572,8.004778e-05,600.1245076656342
141,male,3575,7.921604e-05,600.139862537384
142,male,3574,7.95379e-05,600.0486433506012
143,male,3573,7.774712e-05,600.0249366760254
144,male,3573,7.7010445e-05,600.0601530075073
145,male,3573,7.70754e-05,600.0298359394073
146,male,3578,7.681266e-05,600.0542602539062
147,male,3573,7.678977e-05,600.1024806499481
148,male,3573,7.542732e-05,600.1179304122925
149,male,3574,7.476493e-05,600.0892021656036
150,male,3572,7.482276e-05,600.1595265865326
151,male,3572,7.386253e-05,600.0719637870789
152,male,3573,7.358632e-05,600.1030185222626
153,male,3570,7.3380186e-05,600.0814216136932
154,male,3572,7.3009476e-05,600.1397194862366
155,male,3573,7.2609284e-05,600.1562514305115
156,male,3572,7.140839e-05,600.0781617164612
157,male,3574,7.156636e-05,600.0202970504761
158,male,3573,7.10119e-05,600.0946090221405
159,male,3573,6.8450776e-05,600.0131964683533
160,male,3572,6.8425965e-05,600.1654424667358
161,male,3573,6.881917e-05,600.0222964286804
162,male,3575,6.922941e-05,600.1204173564911
163,male,3574,6.827749e-05,600.0849366188049
164,male,3573,6.898743e-05,600.132321357727
165,male,3573,6.5947286e-05,600.1462798118591
166,male,3573,6.602297e-05,600.1553239822388
167,male,3573,6.6182205e-05,600.0939831733704
168,male,3573,6.519642e-05,600.0901412963867
169,male,3573,6.53032e-05,600.130481004715
170,male,3574,6.4727916e-05,600.1199204921722
171,male,3572,6.435331e-05,600.0062689781189
172,male,3571,6.403038e-05,600.1671228408813
173,male,3573,6.39389e-05,600.0579051971436
174,male,3573,6.404788e-05,600.0514814853668
175,male,3573,6.383809e-05,600.1446299552917
176,male,3573,6.3619285e-05,600.1105732917786
177,male,3573,6.357538e-05,600.0439748764038
178,male,3573,6.144331e-05,600.0249493122101
179,male,3576,6.208439e-05,600.0513207912445
180,male,3575,6.150179e-05,600.0657563209534
181,male,3575,6.1197265e-05,600.1050605773926
182,male,3573,6.1055965e-05,600.1053864955902
183,male,3574,6.110746e-05,600.1474385261536
184,male,3575,6.1069324e-05,600.0508122444153
185,male,3573,6.290083e-05,600.1531794071198
186,male,3575,6.1073166e-05,600.1329181194305
187,male,3574,6.0929928e-05,600.0447196960449
188,male,3573,6.0846985e-05,600.0379054546356
