Measuring station manager;Measuring station;Processor;Processing date;Subject;Phase;repetition no.;Neck girth;Back neck point to waist;Upper arm girth R;Upper arm girth L;Back neck point to wrist R;Back neck point to wrist L;Across back shoulder width;Bust girth;Waist girth;Hip girth;Thigh girth R;Thigh girth L;Total crotch length;Inside leg height;Lowaist;error
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_54;1;1;346.0;375.0;315.0;;772.0;;394.0;994.0;833.0;1109.0;656.0;;816.0;751.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_54;1;2;346.0;380.0;315.0;;777.0;;402.0;980.0;839.0;1115.0;651.0;;866.0;745.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_55;1;1;397.0;396.0;337.0;;817.0;;421.0;1027.0;837.0;1045.0;632.0;;874.0;746.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_55;1;2;397.0;394.0;342.0;;817.0;;420.0;1027.0;824.0;1018.0;629.0;;888.0;743.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_56;1;1;405.0;408.0;294.0;;815.0;;446.0;1073.0;882.0;964.0;532.0;;792.0;753.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_56;1;2;402.0;395.0;287.0;;824.0;;446.0;1082.0;874.0;960.0;533.0;;802.0;752.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_89;1;1;441.0;437.0;340.0;;861.0;;492.0;1230.0;1087.0;1089.0;630.0;;967.0;785.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_89;1;2;447.0;444.0;339.0;;864.0;;468.0;1242.0;1090.0;1096.0;630.0;;967.0;784.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_90;1;1;338.0;386.0;274.0;;782.0;;415.0;1023.0;810.0;966.0;562.0;;784.0;736.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_90;1;2;338.0;384.0;273.0;;787.0;;408.0;1029.0;808.0;968.0;556.0;;793.0;732.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_57;1;1;476.0;437.0;351.0;;830.0;;462.0;1268.0;1178.0;1167.0;680.0;;976.0;749.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_57;1;2;471.0;434.0;367.0;;819.0;;494.0;1264.0;1155.0;1173.0;682.0;;982.0;752.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_58;1;1;336.0;392.0;285.0;;788.0;;403.0;894.0;750.0;1003.0;569.0;;779.0;805.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_58;1;2;337.0;394.0;284.0;;792.0;;393.0;882.0;735.0;1007.0;572.0;;771.0;808.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_59;1;1;323.0;417.0;274.0;;822.0;;409.0;936.0;759.0;996.0;541.0;;773.0;791.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_59;1;2;326.0;388.0;279.0;;829.0;;409.0;920.0;727.0;984.0;558.0;;812.0;808.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_73;1;1;377.0;411.0;283.0;;781.0;;479.0;1179.0;1019.0;1145.0;624.0;;847.0;707.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_73;1;2;372.0;396.0;284.0;;771.0;;499.0;1182.0;1019.0;1150.0;628.0;;857.0;709.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_84;1;1;376.0;429.0;315.0;;797.0;;480.0;1131.0;1043.0;1154.0;674.0;;818.0;790.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_84;1;2;372.0;434.0;309.0;;803.0;;485.0;1127.0;1044.0;1160.0;667.0;;808.0;785.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_85;1;1;323.0;367.0;275.0;;695.0;;402.0;919.0;762.0;967.0;558.0;;751.0;728.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_85;1;2;319.0;364.0;269.0;;696.0;;404.0;917.0;763.0;963.0;566.0;;754.0;736.0;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_05;1;1;347345;417068;330454;307086;738378;734.06;375412;922782;874268;1067054;646684;635254;759333;727837;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_05;1;2;343789;413131;330454;315722;736219;728726;380619;919734;880618;1073277;646049;632206;780034;725932;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_12;1;1;291846;369824;259969;263906;744855;748665;364236;795.02;683514;965835;525.78;518414;714375;722884;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_12;1;2;293751;374015;256794;268224;744601;753872;367538;801878;690.88;966343;524637;518541;710565;719328;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_13;1;1;339.09;432308;291211;289306;768858;763524;393319;898144;781558;1055243;587502;578104;698627;752348;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_13;1;2;342646;440.69;294513;291846;767461;763778;387223;896366;799465;1056894;579882;573405;681355;743839;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_14;1;1;369062;414274;312674;316103;800.1;790956;419354;1095502;992251;1065022;655574;645922;785368;768477;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_14;1;2;359791;418338;307594;320675;801624;800.1;418973;1110234;986.79;1060.45;655574;645795;772033;765.81;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_15;1;1;400.05;432181;339852;348615;826008;814451;438404;1013841;995553;1066165;606425;610489;863473;756539;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_15;1;2;415163;426.5295;354.33;345059;821.1185;808228;430784;1014349;995.68;1042924;596646;598297;858.8375;746887;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_17;1;1;431038;566293;335026;356616;866267;857504;453517;1160145;1046734;1108837;643128;628142;666496;780034;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_17;1;2;430784;538734;333756;357124;840232;824865;432181;1137031;1048766;1104392;641096;630936;739394;777748;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_18;1;1;390398;429514;319405;315722;726948;739648;375666;934212;878459;1014603;573405;559816;818007;683641;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_18;1;2;399288;427.99;327.66;319278;727.71;742442;369824;948309;877316;1012444;576326;561.34;812292;687578;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_19;1;1;315214;412242;271653;273304;791464;784098;381254;890.27;783844;957834;546481;537337;695198;834.39;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_19;1;2;316738;409448;275336;272542;792.48;792734;388112;898144;791972;966343;546989;538988;702945;827913;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_20;1;1;404876;485394;307086;313944;829056;829691;415163;1001268;946404;1038.86;567055;586105;713486;843661;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_20;1;2;409702;485648;311912;316738;824.23;827532;423545;1009142;945896;1035.05;565404;586867;726059;837565;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_21;1;1;425196;434848;376174;401955;793496;781431;419354;1400.81;1247648;1328293;749554;734568;893191;786511;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_21;1;2;427736;440309;379.73;394843;788797;780796;426.72;1398.27;1242568;1328039;767207;741807;874522;794004;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_22;1;1;397637;435864;339852;342773;806831;826262;416052;1029208;920242;1073023;599821;592455;791083;739394;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_22;1;2;394.97;440182;338582;350012;808736;820928;417.83;1039114;922909;1078484;608.33;599313;777.24;745109;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_23;1;1;312928;345186;264033;265049;729742;732409;353187;841883;732917;952754;548005;532257;721106;701548;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_23;1;2;315722;360807;264414;262.89;734568;733171;355219;851535;728.98;947166;541909;525018;695833;696468;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_24;1;1;329946;401.32;299974;307.34;734.06;729234;370713;863092;787654;1037.59;608076;592328;762254;720217;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_24;1;2;331978;398526;300482;305562;728.98;725424;364.49;858647;790702;1036447;608076;593217;774.7;721233;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_25;1;1;424688;445262;347472;364744;854.71;862584;457962;1081151;949071;1055497;665.48;672719;785876;843534;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_25;1;2;429641;453136;346964;366522;861568;869442;461.01;1086104;948.69;1071.88;668.02;674624;775081;846709;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_27;1;1;421386;401447;440436;446278;796.29;793496;403352;1145.54;1152906;1392428;757682;748284;1000379;697.23;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_27;1;2;424307;402082;438404;449834;801.37;798703;422656;1169035;1140079;1383411;760095;750697;955294;697357;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_28;1;1;298704;412369;269.24;282956;739902;755777;379095;864743;692785;965073;546608;557276;668528;750824;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_28;1;2;300228;413131;274574;282448;735965;752348;371856;869315;693293;963295;552196;556895;664464;750062;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_29;1;1;345186;397383;312801;323596;836803;851789;400177;929894;886206;1045.21;657.86;642.62;815975;866267;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_29;1;2;352044;402209;314198;316992;843661;854964;398399;917194;891794;1062228;651891;640.08;803.91;859536;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_30;1;1;350.52;454.66;315468;337312;760984;747522;394589;1028.7;902462;1063244;576834;574294;676656;713105;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_30;1;2;363474;455549;313055;337566;767334;746125;389636;1020318;917829;1061466;578358;574929;671703;711.2;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_31;1;1;406146;490347;318389;335534;837057;844296;452628;1067943;962533;988822;539369;538099;784479;747268;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_31;1;2;402.59;504698;313309;333883;843534;845058;447675;1072642;965454;988.06;536956;534924;742315;744.22;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_32;1;1;389.89;439166;312166;329819;779272;779526;429768;1154557;1098.55;1190752;710184;701421;794004;758317;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_32;1;2;393446;439293;314452;330454;779272;781812;423545;1152144;1097661;1196848;712089;702818;810768;755269;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_33;1;1;310515;405511;249936;256286;751205;760476;321183;846328;684911;896239;502666;505206;693674;805688;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_33;1;2;316992;409956;255.27;257048;759.46;762127;324358;848106;681482;897382;502412;505.46;687959;807085;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_34;1;1;311912;373253;272288;276.86;704215;709168;377571;836676;706374;946277;531114;541.02;655.32;694944;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_34;1;2;321691;379984;270256;279146;716661;713486;385572;830834;720217;960882;529082;538607;663194;688594;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_35;1;1;515112;445008;350012;377444;794512;795.02;473964;1191.26;1047242;1080.77;592836;593598;791337;700532;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_35;1;2;516636;441071;353.06;371094;794258;791972;472821;1185164;1034034;1081024;592709;593344;797.56;701802;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_36;1;1;346202;402.59;276352;288.29;784733;786.13;383794;859028;815848;997712;611124;610616;748.03;788162;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_36;1;2;347.98;418592;286004;287782;784606;792.48;392557;866394;802386;1003427;616204;614934;736854;787.4;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_37;1;1;392176;518414;322.58;341884;853821;857885;458978;1081278;986663;1070864;599059;594614;630555;794766;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_37;1;2;393.7;540512;323469;331597;851408;850646;463.55;1083437;988822;1034034;601599;594868;613.41;796925;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_38;1;1;390525;405.13;349758;386207;770255;783844;430276;1181989;1100328;1201.42;705104;698881;843026;714756;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_38;1;2;400304;406908;357505;384556;775081;779399;437642;1191133;1109.98;1201547;704342;703961;844169;711581;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_39;1;1;414274;369697;127254;346.71;1009523;782828;390525;1103122;1030859;1146429;668782;690.88;784733;788924;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_39;1;2;386969;378079;101473;345694;1020953;776986;388366;1091692;1035558;1163193;666242;698627;769112;785622;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_40;1;1;306832;365633;267716;266.7;731901;722.63;367284;886587;734695;971296;556006;565785;665861;739902;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_40;1;2;307594;373.38;273304;268351;723646;721106;361.95;894.08;734.06;972.82;546989;559943;663448;732663;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_41;1;1;301244;386334;298.45;283972;745871;768.35;364236;827024;771779;1078.23;624332;613283;783082;736473;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_41;1;2;297942;387223;301752;285.75;747776;766318;361823;828167;764413;1089533;632333;615696;770255;738886;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_42;1;1;346202;415925;298196;292354;743204;740029;405638;1034796;925703;1074293;618109;598297;753999;715391;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_42;1;2;345.44;406654;290449;288798;743331;735584;406273;1026287;915.67;1073531;614934;599.44;758317;718058;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_43;1;1;306.07;382143;224536;227076;737997;734568;353314;747141;671322;892048;490601;479679;663067;723138;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_43;1;2;302133;388493;220726;230632;740791;738251;362966;756793;667766;896366;489966;482092;677418;721.36;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_44;1;1;336042;413131;291846;281432;750316;753237;347472;893699;782701;987425;582422;573278;700786;714502;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_44;1;2;337439;415417;295148;284.48;747776;752602;335661;897636;769874;989457;592582;577.85;691769;724535;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_45;1;1;483362;526161;305816;342646;821563;848.36;451358;1140714;1056513;1052576;541782;519938;840486;734568;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_45;1;2;478409;500126;315468;361188;842899;871474;469.9;1157478;1081024;1062863;556006;527177;880872;751586;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_47;1;1;381254;439166;284734;299847;812038;814832;422021;959612;837438;956056;534162;528574;636905;772033;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_47;1;2;381254;442849;286258;303022;812038;815721;424688;957453;835.66;960.12;534416;526288;637413;771525;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_48;1;1;384937;409194;363.22;360934;792226;792607;429387;1017905;815086;950468;581914;569087;729742;718.82;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_48;1;2;389001;420751;362712;362966;794893;789.94;421259;1009142;809752;963041;581533;568198;710438;719709;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_49;1;1;369824;495554;282575;276352;793496;747014;400685;959612;853821;927862;510921;504698;657352;748.03;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_49;1;2;373761;473329;286385;274.32;791.21;742823;394208;954151;847344;921258;510667;505714;709676;745109;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_50;1;1;308864;353441;276.86;267.97;705358;712216;353187;809752;758317;961644;528.32;518033;755142;681.99;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_50;1;2;314452;355092;278384;274828;706882;712724;350266;816229;760984;955167;525907;516001;752856;679323;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_51;1;1;387096;439674;315722;302.26;841121;923036;446024;1058418;944245;1048258;621538;620649;634492;845312;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_51;1;2;386588;432054;317373;303022;844296;848741;445.77;1055497;919734;1046607;635635;635127;636905;859.79;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_52;1;1;345567;369824;230505;231394;754634;759714;403606;810768;727964;837184;411861;409194;738378;702945;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_52;1;2;348361;399034;231013;237.49;755523;763778;403352;834644;750316;837946;401574;402336;704088;687832;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_53;1;1;337058;392.43;277241;274066;747649;746252;359029;804037;749808;944.88;532003;527.05;704215;712089;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_53;1;2;336.55;393446;279654;279146;752094;748792;353568;814324;749554;943229;532257;527812;702691;711962;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_54;1;1;353822;407924;333756;337947;773684;772668;408813;988822;911.86;1146429;664464;643.89;767842;738886;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_54;1;2;358775;416.56;326136;329438;779526;775.97;400.05;985774;907288;1149096;668274;642874;767334;737235;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_55;1;1;414.02;423037;341376;353822;820547;822.96;450215;1009904;836295;1022.35;630682;618.49;770255;733679;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_55;1;2;420.37;430911;350266;360172;820674;824738;439801;1004824;836422;1052957;632333;622.3;772033;735838;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_56;1;1;417.83;484886;300482;321818;824103;819404;440436;1051814;865378;977392;537464;520446;579247;741553;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_56;1;2;416814;483235;298196;338582;822071;821436;447929;1053338;866648;977646;540385;523748;592455;739013;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_57;1;1;476758;442849;377444;410083;811149;819.15;486664;1249.68;1258.57;1186688;693674;704088;907669;748411;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_57;1;2;474853;446532;387.35;414147;825627;832993;489839;1264158;1258316;1181481;694.69;703961;912368;747268;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_58;1;1;361188;443738;304292;301498;792988;789.94;383921;882142;825373;1020318;584454;578739;700278;794512;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_58;1;2;360299;436118;305562;303022;806704;799084;382397;884936;802894;1013206;586486;582422;705739;800735;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_59;1;1;336931;390398;283972;282702;822706;798.83;397764;928.37;837692;1003935;564515;556.26;778.51;794258;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_59;1;2;339471;382905;293243;291338;820674;798195;396875;935.99;844042;1010.92;561467;553339;783209;791337;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_73;1;1;378079;399669;320548;334264;763143;761746;424.18;1172337;1007491;1147318;723265;713105;838454;755396;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_73;1;2;387858;404622;326136;331724;763016;767.08;410718;1160526;1095883;1156208;648.97;647446;887095;702.31;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_74;1;1;305435;403606;284861;290576;708.66;715.01;345821;846963;744728;1029081;591566;596138;671068;709676;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_74;1;2;308737;409321;284988;292735;709422;719836;343789;850138;754.38;1026795;584581;586232;684403;699516;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_75;1;1;309372;394335;268859;270383;694817;710819;363347;805053;670306;898271;524002;518.16;652907;706882;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_75;1;2;306578;388.62;272034;274701;721995;717804;362712;809117;674878;900557;528447;522097;665353;706882;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_76;1;1;351282;396.24;375285;378206;753237;756666;378587;1016127;924687;1186815;697738;696976;783971;721487;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_76;1;2;347726;396621;375539;386334;757936;768477;378968;1019683;919607;1197229;699643;699516;764413;720217;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_77;1;1;332232;420.37;309499;292862;795782;789559;390144;862076;782066;1015238;585089;579882;688721;782066;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_77;1;2;329311;413512;307086;295.91;797179;788797;385191;855218;782701;1016254;580898;576.58;695071;780161;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_78;1;1;339598;394081;283.21;304546;796163;809498;379857;958.85;919.48;1074547;638048;646684;771652;833882;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_78;1;2;341884;404114;288798;307594;803021;813054;389001;966851;915162;1076452;647446;647573;756539;837311;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_79;1;1;388.62;478536;320294;322072;826897;829945;446532;999.49;889762;983996;546.1;549656;666369;787908;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_79;1;2;392176;473456;314198;325.12;833247;826135;449707;984.25;891794;982218;547.37;550418;678942;787527;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_84;1;1;423418;414.02;327533;349758;804672;798068;448437;1143889;1063879;1159764;677672;676148;754507;776478;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_84;1;2;436118;377825;328549;349504;805688;800.1;459994;1164844;1057.91;1168654;685.8;683514;781.05;781177;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_86;1;1;369189;437134;316738;310007;1743456;777875;369697;913892;946404;1065657;577215;627253;768096;763.27;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_86;1;2;366141;436.88;311404;309372;769493;765.81;369697;917194;947928;1112393;625094;627888;768.35;760857;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_87;1;1;421.64;455676;343281;340487;838454;834898;421767;991489;834136;970534;562102;565404;781939;834263;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_87;1;2;429514;448056;362458;338328;854456;849757;437642;978408;848741;967613;559816;565.15;801.37;814959;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_88;1;1;333756;392684;296164;282575;732282;734314;358648;853694;737235;1024.89;590296;578485;701675;729488;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_88;1;2;338328;399542;297688;286004;732.79;734441;360299;852043;741172;1027049;589534;577723;699262;725297;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_89;1;1;447294;464439;352425;383794;851916;862838;485013;1219.2;1050417;1090.93;660527;651637;860806;800735;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_89;1;2;449.58;465836;357886;381508;852805;863346;480187;1223137;1045591;1085342;655193;648335;867156;794512;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_90;1;1;341376;412369;299974;290576;762254;765048;367157;1013.46;855599;965708;569976;562356;720725;728853;;
SizeStream;SS20;SizeStream;20200622;IEEEP1_90;1;2;348996;416687;302.26;291846;765175;751332;359918;1012317;854964;978916;580517;569468;728091;729488;;
IBV;3Davatarbody;IBV;20191030;IEEEP2_01;2;1;334764;403619;299967;294998;756064;734717;375219;896625;789734;1056.17;602372;608954;772886;695665;853004;
IBV;3Davatarbody;IBV;20191030;IEEEP2_01;2;2;330442;397442;299504;292078;753638;725151;368942;886254;794827;1055.06;600.69;607805;771447;697483;852659;
IBV;3Davatarbody;IBV;20191030;IEEEP2_02;2;1;393218;429881;364453;360332;829473;831092;432.67;1070.04;887426;1001.46;604295;611414;772464;768849;904752;
IBV;3Davatarbody;IBV;20191030;IEEEP2_02;2;2;392442;435042;355513;349503;822512;836662;433167;1040.31;887828;1007.36;604463;610823;761944;762609;910621;
IBV;3Davatarbody;IBV;20191030;IEEEP2_03;2;1;324054;400994;280605;279346;764608;753391;353096;899837;698809;956396;545.87;546134;666203;743739;727177;
IBV;3Davatarbody;IBV;20191030;IEEEP2_03;2;2;323411;402902;273463;274458;785533;761493;353161;892292;707731;948786;543152;540905;665741;747458;736915;
IBV;3Davatarbody;IBV;20191030;IEEEP2_04;2;1;399014;478016;351055;331733;826359;826.55;440734;1084.53;910902;1090.15;632347;637587;797414;760057;921559;
IBV;3Davatarbody;IBV;20191030;IEEEP2_04;2;2;400908;495.32;349844;335912;840017;848282;469752;1083.28;916511;1076.36;625995;631726;799211;766711;928043;
IBV;3Davatarbody;IBV;20191030;IEEEP2_05;2;1;432691;468197;352.67;352325;890585;869529;462.66;1136.98;1085.89;1128.1;671367;676443;877253;847399;1119.2;
IBV;3Davatarbody;IBV;20191030;IEEEP2_05;2;2;427636;470491;354.13;351635;882464;878577;462.25;1136.32;1082.02;1122.7;665039;671.76;869747;843529;1112.88;
IBV;3Davatarbody;IBV;20191030;IEEEP2_06;2;1;400216;437177;350304;345917;809241;826979;447552;1004.33;831099;969157;587971;592073;797597;693164;849304;
IBV;3Davatarbody;IBV;20191030;IEEEP2_06;2;2;404459;430836;350563;350428;808833;826485;454494;1041.61;838183;981886;587322;593165;818183;682367;854146;
IBV;3Davatarbody;IBV;20191030;IEEEP2_07;2;1;371688;403938;342.4;330429;756104;740194;405174;1070.65;971047;1161.68;653709;656114;809359;690563;1061.01;
IBV;3Davatarbody;IBV;20191030;IEEEP2_07;2;2;368431;410.43;337306;326005;761467;740166;406287;1055.45;982086;1154.79;643836;646898;792894;686.88;1068.12;
IBV;3Davatarbody;IBV;20191030;IEEEP2_08;2;1;333014;462762;343033;339172;847527;838381;394528;986363;886.73;1184.55;728438;726903;784501;836473;931084;
IBV;3Davatarbody;IBV;20191030;IEEEP2_08;2;2;349024;469595;340821;335279;847128;840009;392825;984554;873922;1192.66;731287;732248;788306;845151;924497;
IBV;3Davatarbody;IBV;20191030;IEEEP2_09;2;1;341125;397888;315054;310726;749712;720473;397932;973118;847765;1068.68;638518;644067;698.58;695555;898179;
IBV;3Davatarbody;IBV;20191030;IEEEP2_09;2;2;329715;389491;314296;317086;747067;724993;396.94;991185;836616;1072.51;650899;655102;705957;700084;898269;
